hero,connection
"SIMPSON, CRASH","GHOST RIDER III/DAN ,KETCH, BARBARA,BLAZE, ROXANNE SIMPS,GHOST RIDER II/JOHNN,DOLAN, CAPT. THOMAS,SATAN/MARDU KURIOS"
"SINCLAIR, MORGAN","MICROCHIP/LINUS LIEB,SNAKEBITE/,OUTLAW/NIGEL HIGGINS,BATROC/GEORGES BATRO,PUNISHER II/FRANK CA,TARANTULA II/CAPT. L,RAPIDO,CHAUFFARD,BENTLEY, MILES,KINGPIN/WILSON FISK"
SISTER KATRINA,"SYBIL,ANIELLE,STOKER, OLIVIER"
SISTER NIL,"DORMAMMU,STRANGE,MONTESI, VICTORIA,WONG,SALOME,PARADOX,DR. STRANGE/STEPHEN ,CLEA,JONES, RICHARD MILHO,NIGHTMARE/EDVARD HAB"
SKY-WALKER,"NELSON, FRANKLIN FOG,DAREDEVIL/MATT MURDO,GLENN, HEATHER,DEATH-STALKER"
SLAUGHTER II/CONSTAN,"SKIN/ANGELO ESPINOSA,SYNCH/EVERETT THOMAS,FROST, ADRIENNE,DARK BEAST/HENRY MCC"
SLEEPER,"VOICE,DEMOLITION MAN/DENNI,JARVIS, EDWIN ,THUNDERSTRIKE/ERIC K,TINKERER,BROTHER WONDERFUL/DR,MOTHER NIGHT/SUSAN S,STANKOWICZ, FABIAN,BLACKWING/JOSEPH MAN,CARTER, PEGGY,BARON STRUCKER/WOLFG,MICAWBER, TRISTRAM,BENWAY, DR.,CAPTAIN AMERICA,DR. DRUID/ANTHONY LU,PUENTES, DONNA MARIA,DEMOLITION MAN DOPPE,EVERY-MAN,FALCON/SAM WILSON,ZOLA, ARNIM,CROSSBONES/BROCK BIN,BLITZKRIEG/,DIAMONDBACK II/RACHE,RED SKULL/JOHANN SCH,CUTTHROAT/DANIEL LEI,SAXON, STARR,SELENE,HAUPTMANN DEUTSCHLAN"
SLICE/,"SIMON, ALEX FLORES,BEACH, SPIDER,USAGENT/CAPTAIN JOHN,LIVING LIGHTNING/MIG,MCCAMBRIDGE, MEGAN,WONDER MAN/SIMON WIL,SAROYAN, NEAL,RAMPAGE/STUART CLARK,SPIDER-WOMAN II/JULI,BEACH, GINGER,SCRIPPS, LAHOYA"
SLITHER,"PUFF ADDER,TURBO II (A)/MICHIKO,USAGENT/CAPTAIN JOHN,RATTLER,HELLSTORM/DAIMON HEL,DEMOLITION MAN/DENNI,NOMAD III/JACK MONRO,MAD DOG/COLONEL BUZZ,OMEGA II,BATTLESTAR/LEMAR HOS,COOPER, DR. VALERIE,SOUTHERN, CANDY,LEVIATHAN II/EDWARD ,VAGABOND/PRISCILLA L,REDWING,ASP II/CLEO,BUSHMASTER II/QUINCY,BLACK RACER/,AEGIS/TREY ROLLINS,VIPER II,MOONDRAGON/HEATHER D,COBRA/KLAUS VORHEES,PARALYZER,CRUCIBLE/BYRON CALLE,HULK/DR. ROBERT BRUC,COPPERHEAD III/DAVIS,CAPTAIN AMERICA,FURY, COL. NICHOLAS ,BLACK PANTHER/T'CHAL,OCCULT,NIGHTHAWK II/KYLE RI,ANT-MAN/DR. HENRY J.,SUB-MARINER/NAMOR MA,SIKORSKY, RAYMOND,ICEMAN/ROBERT BOBBY ,FER DE LANCE/TERESA,DR. STRANGE/STEPHEN ,ANACONDA/BLANCHE SIT,CLEA,CLOUD,ANGEL/WARREN KENNETH,FALCON/SAM WILSON,COTTONMOUTH II,COACHWHIP,NORRISS, SISTER BARB,HELLCAT/PATSY WALKER,PROFESSOR POWER/ANTH,METEORITE,DIAMONDBACK II/RACHE,BOOMSLANG/,BEAST/HENRY &HANK& P,SIDEWINDER/SETH VOEL,GARGOYLE II/ISAAC CH,SILVER SURFER/NORRIN,FUNARO, DONNA,QUILL"
"SLOAN, DR.","BEETLE/ABNER RONALD ,BOOMERANG/FRED MYERS,HOCHBERG, ROGER,SANDMAN/WILLIAM BAKE,CONNORS, MARTHA,PARKER, MAY,HARDY, LYDIA,DR. OCTOPUS/OTTO OCT,LIZARD/DR. CURTIS CO,WIZARD/BENTLEY WITTM,RINGER/ANTHONY TONY ,D'ANGELO, LIEUTENANT,SWARM/FRITZ VON MEYE,CHANG, DR. PHILLIP,LUBENSKI, NATE,DAGGER/TANDY BOWEN,SPIDER-MAN/PETER PAR,WHITMAN, DEBRA,JAMESON, J. JONAH,CONNORS, BILLY,ELECTRO/MAX DILLON,ROBERTSON, JOE,RIFKIN, BIFF,KANE, MARCY/KAINA,CALYPSO,FOOLKILLER II/GREG S,TRAPSTER/PETER PETRU,OSBORN, LIZ ALLAN,HOPKINS, STEVE,DEWOLFF, JEAN,OSBORN, HARRY,KINGPIN/WILSON FISK"
SLUK,"U-GO GIRL/EDIE,BATTERING RAM,ANARCHIST/TIKE ALICA,DOOP,LA NUIT,ZEITGEIST II/AXEL CL,WOLVERINE/LOGAN ,GIN GENIE/BECKAH,COACH"
SLYDE,"DOORMAN,UNION JACK III/JOEY ,SCHOOLCRAFT, DR. DEN,BOOMERANG/FRED MYERS,SHOCKWAVE/LANCASTER ,CHARCOAL/CHARLIE BUR,SHATTERFIST/,PARKER, MAY,CORD, EDWIN,BAYMAX,NOVA/RICHARD RIDER,POWER MAN/ERIK JOSTE,ROGERS, GAYLE,JOLT/HALLIE TAKAHAMA,SCARLET WITCH/WANDA ,MAN-KILLER/KATRINA L,DRAGONFLY/VERONICA D,CANNONBALL II/SAM GU,BLACKWING/JOSEPH MAN,SUNSPOT/ROBERTO DACO,DINAH-SOAR,LODESTONE/ANDREA,SUNSTROKE/,FLYING TIGER,GILLISPIE, ANDREW AN,EEL II/EDWARD LAVELL,STOCKBRIDGE, DEANNA,JOYSTICK/JANICE,SCORCHER/,SPIDER-MAN/PETER PAR,SOFEN, MARION,VANGUARD/NICOLAI KRY,NIGHT THRASHER/DUANE,DARKSTAR/LAYNIA SERG,THOR/DR. DONALD BLAK,SOFEN, KARL AUGUST,SIRYN/THERESA ROURKE,MOONSTONE II/KARLA S,CARDINAL/CLEMDENON,ICEMASTER/,MR. IMMORTAL,KLAW/ULYSSES KLAW,TAKACHIHO, HIRO,FLATMAN,ZOLA, ARNIM,SCREAMING MIMI/MELIS,CYCLONE II/PIERRE FR,HARRIGAN, PATRICIA P,TOWER, BLAKE,SUPERCHARGER/,WONDER MAN/SIMON WIL,HAWK,MAN-APE/M'BAKU,CITIZEN V III/DALLAS,TIGER SHARK/TODD ARL"
"SMERDILOVISC, VICTOR","BLACK WIDOW/NATASHA ,DAGGER/TANDY BOWEN,CLOAK/TYRONE JOHNSON,TOMBSTONE/LONNIE THO,SHANG-CHI,BENGAL/,BULLET,CAGE, LUKE/CARL LUCA,MOON KNIGHT/MARC SPE,PUNISHER II/FRANK CA,ZINGH,ZARAN II,FU MANCHU,BIG BEN/"
"SMITH, KEVIN","BLACK WIDOW/NATASHA ,PAGE, KAREN,CAPTAIN AMERICA,QUESADA, JOE,DAKESIAN, NANCI,DR. STRANGE/STEPHEN ,BUTCH,THING/BENJAMIN J. GR,OKOYE,NELSON, CANDACE,PALMIOTTI, JIMMY,ZURI,LEE, STAN,NELSON, FRANKLIN FOG,OSBORN, LIZ ALLAN,HUMAN TORCH/JOHNNY S,BLAKE, BECKY,MARTINEZ, ALITHA,GLADIATOR/MELVIN POT,LAMY, KELLY,URICH, BEN,RALF"
"SMITH, MARTY LOUIS L","SABRETOOTH/VICTOR CR,DEADPOOL/JACK/WADE W,CYCLOPS/SCOTT SUMMER,MOREAU, DAVID,HAVOK/ALEX SUMMERS ,PARADIGM,MIRAGE II/DANIELLE M,MAGMA/AMARA AQUILLA/,BLACK KING/SEBASTIAN,WOLFSBANE/RAHNE SINC,CANNONBALL II/SAM GU,RICTOR/JULIO ESTEBAN,SUNSPOT/ROBERTO DACO,SWITCH/DEVON ALOMAR,STORM/ORORO MUNROE S,SHATTERSTAR II/GAVEE,WHITE QUEEN/EMMA FRO,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,KING BEDLAM/CHRISTOP,KALE, JENNIFER,TANAKA, OPAL,SHIP,GAMBIT/REMY LEBEAU ,BEDLAM/JESSE AARONSO,DOMINO III/BEATRICE/,SIRYN/THERESA ROURKE,WEISMAN, DR.,ICEMAN/ROBERT BOBBY ,FORGE,BANSHEE/SEAN CASSIDY,TAROT/MARIE-ANGE COL,ANGEL/WARREN KENNETH,HOLOCAUST,WIPEOUT,BOOMER/TABITHA SMITH,THUNDERBIRD/JOHN PRO,HUSK/PAIGE GUTHRIE,CALIBAN/,BEAST/HENRY &HANK& P,COYOTE,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,SMITH, WANDA JO BIAL,SAUNDERS, DABNEY,HAWKSHAW,HODGE, CAMERON"
SMOKESCREAM/,"KNOCKABOUT/,FURY, COL. NICHOLAS ,GYRICH, HENRY PETER,ANGAR THE SCREAMER/D,DUGAN, TIMOTHY ALOYI,BRIDGE, GEORGE WASHI,MAD DOG/COLONEL BUZZ,OVERRIDER/,PSI-BORG/,VIOLENCE/,BATTERY/,IVORY/,ASSAULT/"
SMUGGLER II/CONRAD J,"DUGAN, TIMOTHY ALOYI,BEETLE/ABNER RONALD ,IRON CROSS/HELMUT GR,REBEL/,CHARCOAL/CHARLIE BUR,NOMAD III/JACK MONRO,JOLT/HALLIE TAKAHAMA,MAN-KILLER/KATRINA L,BUCKY VII/RIKKI BARN,I.Q./ISHMAEL QUESTOR,DYNA-MITE/ROGER AUBR,BUCKY II/FRED DAVIS,STERMAN, ANDREA ANDI,OGRE,KID COLT II/ELRIC FR,MENTALLO,TOPSPIN/DARREN MITCH,CITIZEN V II/HELMUT ,GRAVITON/FRANK HALL,TORO II/BENITO SERRA,CAPTAIN AMERICA,MOONSTONE II/KARLA S,BURLINGAME, CALVIN,SCREAMING MIMI/MELIS,SCREAM,BEETLE II/LEILA DAVI,CARTER, SHARON,BRIDGE, GEORGE WASHI,WARTON/WARBECK,FIXER II/PAUL NORBER,MARTINEZ, ISADORA,HAWK,CITIZEN V III/DALLAS,METEORITE III/VALERI"
SNAGG,"ENCHANTRESS/AMORA/HE,SIF,HEIMDALL [ASGARDIAN],LOKI [ASGARDIAN],EKAK,THOR/DR. DONALD BLAK,SETH II,THINKER,DR. STRANGE/STEPHEN ,ODIN [ASGARDIAN],BALDER [ASGARDIAN],PRAZNIKI, ANNIE,THOR II/ROGER RED NO,GAUNT, OFFICER KIM,VOLSTAGG,PYLLAR,MROTH,PRAZNIKI, SYLVIA,FANDRAL [ASGARDIAN],ULIK"
SNAKE,"OX IV,HUDSON, HEATHER,TALISMAN II/ELIZABET,PATHWAY/LAURA DEAN,RAT,RABBIT,PERSUASION/KARA KILL,SASQUATCH/WALTER LAN,BOX IV/MADISON JEFFR,MANIKIN/DR. WHITMAN ,JADE DRAGON/DEI GUAN,GOBLYN"
SNAKE-EYES,"HUDSON, HEATHER,BLACK CAT/FELICIA HA"
SOLAR WIND,"TEMPEST/GRANNZ,QUASAR III/WENDELL V,NEUTRON,BALLANTINE, KAYLA,CAPTAIN MARVEL II/MO,ATLAS,GLOM,MOONDANCER,ANGLER,KISMET/J'RIDIA STARD,THUNDERSTRIKE/ERIC K,SCARLET WITCH/WANDA ,ORACLE/LADY SIBYL,VOYAGER,LIVING LIGHTNING/MIG,STARBOLT,LILANDRA NERAMANI [S,SHATTERAX,WONDER MAN/SIMON WIL,WARSTAR,ARAKI II,ONSLAUGHT,BINARY/CAROL DANVERS,EPOCH,ELECTRON"
"SOMERS, JOHNATHAN","WHITE QUEEN/EMMA FRO,JUBILEE/JUBILATION L"
SOUL-EATER,"QUASAR III/WENDELL V,DEATHBIRD [SHI'AR],ERISHKIGEL II/HOLLY ,BALLANTINE, MR.,CAPTAIN AMERICA,QUAGMIRE,BALLANTINE, MRS.,WAYOPEX,ULTIMUS,MAKKARI/MIKE KHARY/I,ANGLER,KISMET/J'RIDIA STARD,KORATH THE PURSUER,CHIEF EXAMINER,BALLANTINE, DEVON,EPOCH,BALLANTINE, KAYLA"
SOULFIRE/JASON MALDO,"HELLSTORM/DAIMON HEL,RILEY, MARIEL,RILEY, KIM,RILEY, JACK,SIEGEL, DR. AVRAM"
SOUNDBYTE/,"MOON KNIGHT/MARC SPE,KRAFT, DONNA,IMPACT/,FRENCHIE/JEAN-PAUL D,MODEM/,DR. DOOM/VICTOR VON ,MR. FANTASTIC/REED R"
SPANKER/FRED HOVEL,"CRITIC,SITTING BULLSEYE/,TERROR/LASLO PEVELY,HOWARD THE DUCK,MASON, LOUISE,TILLIE THE HUN/MATIL,BLACK HOLE/MORTON KI,DR. ANGST/FLOYD MANG,WILCOX, DR. BRENT,SHE-HULK/JENNIFER WA"
"SPECTRUM, SINCLAIR","KING (OF THE SEWER P,STEEL COLLAR,BLACKWULF,DEVOURER,DAREDEVIL/MATT MURDO,DEATHLOK III/MICHAEL,PEACEKEEPER/JOSHUA,KINGPIN/WILSON FISK"
SPEEDBALL II/DARRION,"SPROCKET,JUSTICE II/VANCE AST,TURBO II (B)/MIKE JE,IMPULSE II/DWIGHT HU,CHORD, ANDREW,FIRESTAR/ANGELICA JO,CLOAK/TYRONE JOHNSON,LIGHTSPEED/JULIE POW,NAMORITA/NITA PRENTI,CUT,GENERAL ADMISSION,RIGHT,COUNTERWEIGHT II/KAT,RHINO,HOLLYWOOD,MEXXA RIEN,SPARROW,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,NIGHT THRASHER/DUANE,SILHOUETTE,ROBERTSON, JOE,CARDINAL/CLEMDENON,GENECIDE,ADMIRAL PROTOCOL/,DARKHAWK/CHRIS POWEL,BANDIT/,BRIGGS, AGENT STEPHA,YONDU/YONDU UDONTA,HUMAN TORCH/JOHNNY S,URICH, BEN,RAGE/ELVIN DARYL HAL,GENERAL OBSIDIAN,HELIX/RAFAEL CARAGO,STONE, NELSON,CORONARY/JIMMY SHARP,WRONG,DRY,PRETTY PERSUASIONS/H,TURBO II (A)/MICHIKO,DUNHAM, LAURA,GEE/ALEX POWER,HENDERSON, CAROL,YIN, ANGELA,SPIDER-MAN CLONE/BEN,HINDSIGHT LAD/CARLTO,ADVENT/KYLE GROBE,JACKAL/MILES WARREN,NOVA/RICHARD RIDER,ROSEN, WALTER,PRIMUS,DARE, JOHNNY,SPEEDBALL/ROBBIE BAL,GLAZER, FAST FREDDY,DAGGER/TANDY BOWEN,TRUTH II,TIMESLIP/RINA PATEL,BALDWIN, MADELYNE MA,WATSON-PARKER, MARY ,CHEN, DR.,ASYLUM II/HENRIQUE M,SABRA/RUTH BAT-SERAP,MATHEMANIC/THOMAS SO,MAJOR VICTORY/MAJ. V,PROWLER/HOBIE BROWN,SPIDERCIDE,FLYNN,KARIM, MERYET,COUNTERWEIGHT/JACK P,SPHINX,DARK"
SPEEDBALL/ROBBIE BAL,"FURMINTZ, HARMON,JONES, BART,CAPTAIN MARVEL II/MO,PROFESSOR X DOPPELGA,CHORD, ANDREW,RED GUARDIAN V,BLACK KNIGHT V/DANE ,WOLVERINE/LOGAN ,TAI II,SHAMAN/MICHAEL TWOYO,PATHWAY/LAURA DEAN,WINDSTORM/,GHOST RIDER III/DAN ,TANTRUM/,HAFNIUM,SILVERCLAW/LA GARRA ,JETSTREAM/HAROUD IBN,CITIZEN V II/HELMUT ,TEN FOR,URSA MAJOR/MIKHAIL U,AVIOS,MEDUSA/MEDUSALITH AM,ZARAN/MAXIMILLIAN ZA,INVISIBLE WOMAN/SUE ,EGO,BLACK CAT/FELICIA HA,RIDER, CHARLES,CATSEYE/SHARON SMITH,GLADIATRIX,SASQUATCH DOPPELGANG,COOPER, ROGER CAPS,WHIZZER III/JAMES SA,TECH-NOIR/,BEACH, SPIDER,DEATHLOK III/MICHAEL,POLARIS/LORNA DANE,DREYFUSS, RACHEL,URICH, BEN,FIXER II/PAUL NORBER,GENERAL OBSIDIAN,HELIX/RAFAEL CARAGO,QUASAR DOPPELGANGER,MUTO, JUNZO,ROLLINS, MRS.,MAGUS,PRETTY PERSUASIONS/H,BOOMERANG/FRED MYERS,BERNIE,WINDSHEAR/COLIN ASHW,CRYSTAL [INHUMAN],HINDSIGHT LAD/CARLTO,WATER WIZARD/PETE,PUCK DOPPELGANGER,HUMAN TORCH DOPPELGA,ROSEN, WALTER,PRIMUS,CYCLOPS DOPPELGANGER,BLIZZARD II/DONALD G,SLITHER,STORM/ORORO MUNROE S,FAYRELYTE STRONGHEAR,SYNCH/EVERETT THOMAS,KHANDRUVITCH, DR. VA,GAMBIT/REMY LEBEAU ,STRONG GUY DOPPELGAN,TIMESLIP/RINA PATEL,WILD CHILD/KYLE GIBN,THOR/DR. DONALD BLAK,DARKSTAR/LAYNIA SERG,SIRYN/THERESA ROURKE,SHAUNEGHANN, MICHAEL,BLOOD BROTHERS,PAINTER/WILHELM VON ,HAMMER, JUSTIN,BLOODSTRIKE/ERIC CON,BOOMER/TABITHA SMITH,BRIDGE, GEORGE WASHI,FUJIKAWA, RUMIKO,DOPPELGANGER,JUBILEE/JUBILATION L,WOLVERINE DOPPELGANG,MARVEL GIRL/JEAN GRE,HAWK,TRAYNOR, HARLEY,BIOHAZARD II/FLETCHE,SUPREME INTELLIGENCE,STILETTO,KINGPIN/WILSON FISK,FANTASIA,PHARAOH RAMA-TUT,UNION JACK III/JOEY ,SKIN/ANGELO ESPINOSA,FIRESTAR/ANGELICA JO,DEATH,WOLFSBANE DOPPELGANG,STRONGHOLD/,SHADOW KING/AMAHL FA,PIECEMEAL/GILBERT BE,LIVING TRIBUNAL,IRON MAN DOPPELGANGE,THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,MOTHER OF PEARL/,NURO,PUNISHER II/FRANK CA,HULK DOPPELGANGER,SUTTON, JOHN,MARVEL GIRL DOPPELGA,BLACK KNIGHT V DOPPE,BERYLLIUM,KARNAK [INHUMAN],SHATTERSTAR II/GAVEE,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,DR. DRUID/ANTHONY LU,WITCHFIRE,NEWMARK, LOTUS,SASQUATCH/WALTER LAN,MOONSTONE II/KARLA S,FORGE,MASTER ORDER,TAROT/MARIE-ANGE COL,DONYELL,MOON KNIGHT/MARC SPE,BANDIT/,RED GUARDIAN IV,BEAST DOPPELGANGER,JUGGERNAUT/CAIN MARK,MIDNIGHT'S FIRE/,PUPPET MASTER/PHILLI,AURIC/,PROFESSOR X/CHARLES ,ASTROVIK, NORMA,BALDWIN, JUSTIN,VIBRANIA/SHARA,TURBO II (A)/MICHIKO,USAGENT/CAPTAIN JOHN,SOLO/,GAMORA,BOX IV/MADISON JEFFR,IMPOSSIBLE WOMAN,NOVA/RICHARD RIDER,SPRAGG,CRIMSON COWL II/,MOLE MAN/HARVEY RUPE,PUCK/EUGENE MILTON J,ANDROMEDA/ANDROMEDA ,IRON MAN/TONY STARK ,CADMIUM,IN-BETWEENER,AUSTIN, SUSAN,FIRESTRIKE/DALTON BE,TRIATHLON/DELROY GAR,LORD TEMPLAR/,HULK/DR. ROBERT BRUC,THOR III DOPPELGANGE,WARBOW/,CLASS CLOWN/GLASS,RADIUM,KARNAK DOPPELGANGER,BLACK PANTHER/T'CHAL,TRUTH II,ROULETTE II/JENNY ST,GALACTUS/GALAN,OCCULT,TERRAX II/TYROS,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,BLACKWING II/,JACK OF HEARTS/JACK ,TRITON,FALCON/SAM WILSON,MOCKINGBIRD/DR. BARB,JAYE-FIRESTONE, GING,PSYLOCKE/ELISABETH B,MR. FANTASTIC DOPPEL,NELSON, FRANKLIN FOG,MATHEMANIC/THOMAS SO,CRIMSON DYNAMO V/DIM,TRITON DOPPELGANGER,THANOS,DARKHAWK DOPPELGANGE,DAREDEVIL/MATT MURDO,WARLOCK II/ADAM WARL,MULTIPLE MAN/JAMES A,PILEDRIVER II/BRIAN ,LOCKJAW [INHUMAN],KARIM, MERYET,CITIZEN V III/DALLAS,HALE, JONAS,MAGRUDER, ALLIE,FIREBRAND II/BROXTEL,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,BOLT II/CHRIS BRADLE,ASTROVIK, ARNOLD,KINCAID, DR. KEITH,PLUTONIUM,LEE, STAN,FIREWALL/THEARY/MIN ,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,YAMIR, SASHA,BLACK KNIGHT IV DOPP,RHINO,QUICKSILVER DOPPELGA,COLLECTOR/TANELEER T,GIDEON,CRUCIBLE/BYRON CALLE,INFINITY II,BLUE SHIELD/JOSEPH J,LORD CHAOS,WHITE QUEEN/EMMA FRO,NORTHSTAR/JEAN-PAUL ,NOVA DOPPELGANGER II,NIGHT THRASHER/DUANE,HARNESS/ERIKA BENSON,GENECIDE,LEFT HAND/DIEGO CASS,THANOS DOPPELGANGER,SPEEDBALL II/DARRION,NOVA II/FRANKIE RAYE,SMILING TIGER/,MARRS, DESMOND,REANIMATOR/,BLACK WIDOW DOPPELGA,ROGUE /,HUSK/PAIGE GUTHRIE,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,BEEF/,STANDISH, GEN.,RAGE/ELVIN DARYL HAL,BEACH, GINGER,HIROMITSU,VISION DOPPELGANGER,SHE-HULK DOPPELGANGE,WONDER MAN DOPPELGAN,MADSDEN, TREVOR,FRENCHIE/JEAN-PAUL D,LOKI [ASGARDIAN],CYCLOPS/SCOTT SUMMER,ADVENT/KYLE GROBE,COOPER, DR. VALERIE,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,SPEEDBALL DOPPELGANG,WHIPLASH/MARK SCARLO,CUSHING, KATE,POWER MAN/ERIK JOSTE,WOLFSBANE/RAHNE SINC,MADDICKS, ARTHUR ART,CANNONBALL II/SAM GU,CAPTAIN BRITAIN/BRIA,TERRAFORMER/SAM,ST. THOMAS, JULES,SIMON, ALEX FLORES,VANGUARD/NICOLAI KRY,JAMESON, J. JONAH,STAR THIEF III/DITMI,THUNDERBIRD III/NEAL,BALDWIN, MADELYNE MA,SILVERMANE/SILVIO MA,WATSON-PARKER, MARY ,COLOSSUS II DOPPELGA,CAPTAIN AMERICA DOPP,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,BASILISK III/,FRIDAY,DRAKE, CARLTON,BEAST/HENRY &HANK& P,OBLIVION,BARRACUDA/,SHE-HULK/JENNIFER WA,SPROCKET,QUASAR III/WENDELL V,JUSTICE II/VANCE AST,IMPULSE II/DWIGHT HU,CLOAK/TYRONE JOHNSON,AIREO/AEOLUS [INHUMA,NAMORITA/NITA PRENTI,THINKER,CUT,AURORA/JEANNE-MARIE ,SERSI/SYLVIA,JARVIS, EDWIN ,BORA,RICHARDS, FRANKLINK ,BILE/,HERCULES [GREEK GOD],O'BRIEN, MICHAEL,MARRS(-PAYNE), PHOEB,SPARROW,VOSTOK,IRON FIST/DANIEL RAN,CALIFORNIUM,STARFOX/EROS,DAREDEVIL DOPPELGANG,GUARDIAN III,PIP/PRINCE GOFERN,SUMMERS, NATHAN CHRI,THUNDERBIRD II/JAMES,ETERNITY/ADAM QADMON,FIREBUG/,SILVER,VISION ,ANT-MAN/DR. HENRY J.,SILHOUETTE,POWER, DR. MAX,SIKORSKY, RAYMOND,RICHARDS, FRANKLIN B,BENGAL/,NAMORITA DOPPELGANGE,ANGEL/WARREN KENNETH,IMPOSSIBLE MAN,ADMIRAL PROTOCOL/,DARKHAWK/CHRIS POWEL,SPHINX II,HO, LI MUAN,SEA URCHIN/JEREMY SW,STRONGARM/,CHAMBER/JONOTHON STA,VOLX,RIOT II/,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,ARRANGER/,SILVER SURFER/NORRIN,FUNARO, DONNA,BLACK WIDOW/NATASHA ,ALBINO/DR. AUGUSTA S,CORONARY/JIMMY SHARP,MOON KNIGHT DOPPELGA,MASTERSON, KEVIN,BEETLE/ABNER RONALD ,GEE/ALEX POWER,STEEL SERPENT,BATTLESTAR/LEMAR HOS,SPIDER-MAN CLONE/BEN,KISMET/J'RIDIA STARD,PERUN,PROTEUS II,AEGIS/TREY ROLLINS,RIDER, GLORIA,MOONDRAGON/HEATHER D,THUNDERBALL/DR. ELIO,STANKOWICZ, FABIAN,ASYLUM/,CARTER, PEGGY,BLACKWING/JOSEPH MAN,MANIKIN/DR. WHITMAN ,MR. FANTASTIC/REED R,HUDSON, HEATHER,CAPTAIN AMERICA,PERSUASION/KARA KILL,JANES, FATHER MICHAE,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,POLARIS DOPPELGANGER,PIERCE, ALEXANDER GO,BARRENOS, OMAR,SINEW/,SCREAMING MIMI/MELIS,STEELE, MARCY MASTER,HIGH EVOLUTIONARY/HE,LIVING LIGHTNING/MIG,DRAX/ARTHUR DOUGLAS,BRAIN DRAIN/WERNER S,SPIDER-WOMAN II/JULI,MULTIPLE MAN DOPPELG,HYDROMAN/MORRIE BENC,SPHINX"
"SPETSBURO, GEN. YURI","FURY, COL. NICHOLAS ,NEVILLE, KATE,RED SKULL/JOHANN SCH,MACKENZIE, AL,DE LA FONTAINE, CONT,BARON STRUCKER/WOLFG,ROMMEL, EDWIN ROMULU"
SPIDER-MAN III/MARTH,"SPIDER-WOMAN/JESSICA,PARKER, MAY,FRANKLIN, JEREMY,STONE, JOHN,FAVERSHAM, DAPHNE,SAWYER, RYAN,OVERRIDE/DR. GREGORY,STONE, CHANTAL,CLUSTER,BONES/ELIZABETH BLIS,MADAME WEB/CASSANDRA,LANSING, CHERYL,MR. SCRATCH II/BLISS,MAXWELL, MORRIS,SPIDER-MAN/PETER PAR,HARDY, STAN,JAMESON, J. JONAH,JAMESON, MARLA MADIS,ESTAVES, DR. ROSA,ROBERTSON, JOE,STAHL, VERONICA,INVISIBLE WOMAN/SUE ,BLACK CAT/FELICIA HA,WATSON-PARKER, MARY ,SPIDER-WOMAN IV/CHAR,MERIDIAN, DR. ROBERT,CALDRONE, JAVIER,TWAKI, DR. TED,ESTAVES, MARIE,MOLTEN MAN/MARK RAXT,GREEN GOBLIN/NORMAN ,KWAN, TERRY,LEEDS, BETTY BRANT,SPIDER-WOMAN II/JULI,STACY, JILL,WATSON, ANNA,MISS ITCH/BLISS,SKIN II/DONNA BLISS,BLISS, BONNIE,LEIGHTON, BRIAN"
SPIRAL II/ESTELLE GE,"GAUNT, OFFICER KIM,THOR/DR. DONALD BLAK,RAZORFIST IV/MARCO S,PRAZNIKI, VICTOR,PRAZNIKI, SYLVIA,ODIN [ASGARDIAN],PRAZNIKI, ANNIE"
SPOOKY,"SUMMERS, NATHAN CHRI,DARK MOTHER/FINALITY,BRIDGE, GEORGE WASHI,MERRYWEATHER, IRENE,AUSTIN, GEN.,DEUTSCH, GEN.,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,WENDY,MARVEL GIRL/JEAN GRE"
"ST. CROIX, CARTIER","WHITE QUEEN/EMMA FRO,PENANCE/MONET ST. CR,SKIN/ANGELO ESPINOSA,BANSHEE/SEAN CASSIDY,M,CHAMBER/JONOTHON STA,LEGAULT,ST. CROIX, CLAUDETTE,EMPLATE/MARIUS ST. C,ST. CROIX, NICOLE,BRAWN, TRISTAN,HUSK/PAIGE GUTHRIE,PENANCE III,JUBILEE/JUBILATION L,GATEWAY,BRAWN, HUNTER"
