hero,connection
SILVER SURFER IMPOST,"REPTYL,DEATH,THING/BENJAMIN J. GR,HERCULES [GREEK GOD],SCARLET WITCH/WANDA ,DEVIL-SLAYER/ERIC SI,GHOST RIDER II/JOHNN,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,KARNAK [INHUMAN],STORM/ORORO MUNROE S,CAPTAIN AMERICA,UATU,SPIDER-MAN/PETER PAR,VISION ,THOR/DR. DONALD BLAK,ZEDRAO, GENERAL,SUB-MARINER/NAMOR MA,CLEA,TRITON,ANGEL/WARREN KENNETH,NORRISS, SISTER BARB,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,NOVA II/FRANKIE RAYE,HELLCAT/PATSY WALKER,NIGHTCRAWLER/KURT WA,THANOS,DRAX/ARTHUR DOUGLAS,DAREDEVIL/MATT MURDO,MENTOR/ALARS [ETERNA,SUPREME INTELLIGENCE,SILVER SURFER/NORRIN"
SILVER SURFER | MUTA,"CEREBRO | MUTANT-X V,GREY, JEAN | MUTANT ,CAPTAIN AMERICA | MU,BRUTE | MUTANT X-VER,MR. SINISTER | MUTAN"
"SIMON, ALEX FLORES","ATLAS,ANGKOR,FLORES, JAMIE,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,WOLVERINE/LOGAN ,SHAMAN/MICHAEL TWOYO,JONES, RICHARD MILHO,HERCULES [GREEK GOD],STRONG GUY/GUIDO CAR,SCARLET WITCH/WANDA ,CORBEAU, DR. PETER,STARFOX/EROS,THUNDERBIRD II/JAMES,SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.,NEWMARK, LOTUS,ULTIMUS,SASQUATCH/WALTER LAN,INVISIBLE WOMAN/SUE ,BLACK CAT/FELICIA HA,FORTHWARD, KENT,DARKHAWK/CHRIS POWEL,NOVA II/FRANKIE RAYE,BEACH, SPIDER,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,ROGUE /,MCCAMBRIDGE, MEGAN,WONDER MAN/SIMON WIL,RAMPAGE/STUART CLARK,BEACH, GINGER,LOPEZ, MARIA II,WONDER MAN DOPPELGAN,MAGUS,USAGENT/CAPTAIN JOHN,CYCLOPS/SCOTT SUMMER,NOVA/RICHARD RIDER,SLICE/,IRON MAN/TONY STARK ,HUMAN TORCH DOPPELGA,HULK/DR. ROBERT BRUC,STORM/ORORO MUNROE S,CAPTAIN AMERICA,KNUTZ, CINDY,GAMBIT/REMY LEBEAU ,CUMMINGS, DIANE,SAROYAN, NEAL,DR. STRANGE/STEPHEN ,IT,PSYLOCKE/ELISABETH B,COLOSSUS II/PETER RA,MR. FANTASTIC DOPPEL,LIVING LIGHTNING/MIG,THANOS,MUNSON, CLAUDIA,BEAST/HENRY &HANK& P,SPIDER-WOMAN II/JULI,MARVEL GIRL/JEAN GRE,HAWK,SUPREME INTELLIGENCE,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
"SIMS, EZEKIEL","SPIDER-MAN/PETER PAR,HARRINGTON, PRINCIPA,PARKER, MAY,DEX,MORLUN"
SISTER MARIA,"KELLY, SEN. ROBERT E,MAGOG II,JOSEPH,MARVEL GIRL/JEAN GRE,GOG III"
SKUNGE,"CAPTAIN AMERICA,CAPTAIN MARVEL II/MO,APOLLO [GREEK GOD],GUNTHAR II,ZABU,ZEDRAO, GENERAL,WONDER MAN/SIMON WIL,BLACK KNIGHT V/DANE ,SIKORSKY, RAYMOND,LEVAN,WASP/JANET VAN DYNE"
"SLOAN, ANNA","JAMESON, J. JONAH"
SMASHER III,"NELSON, FRANKLIN FOG,PAGE, KAREN,TOWER, BLAKE,DAREDEVIL/MATT MURDO,DEATH-STALKER"
SMILING TIGER/,"JUSTICE II/VANCE AST,JONES, BART,CHORD, MIYAMI,CHORD, ANDREW,STAPLES, EDNA M. GRA,FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,SILHOUETTE,NAMORITA/NITA PRENTI,TAI II,NOVA/RICHARD RIDER,DARKHAWK/CHRIS POWEL,LEFT HAND/DIEGO CASS,FIREWALL/THEARY/MIN ,NELSON, FRANKLIN FOG,BLOODSTRIKE/ERIC CON,MIDNIGHT'S FIRE/,O'BRIEN, MICHAEL,CARTER, PEGGY,DREYFUSS, RACHEL,RAGE/ELVIN DARYL HAL,ASTROVIK, NORMA,SPEEDBALL/ROBBIE BAL"
"SMITH, ANDY","WOLFSBANE/RAHNE SINC,SMITH, HELEN BACK"
"SMITH, JOE","BROMWELL, DR.,SPIDER-MAN/PETER PAR,JAMESON, J. JONAH,ROBERTSON, RANDY,LEEDS, NED,JACK O'LANTERN II/MA,PARKER, MAY,WATSON-PARKER, MARY ,MYSTERIO II/DANIEL B,MAGUIRE,DAREDEVIL/MATT MURDO,SCHEMER/RICHARD FISK,MYSTERIO/QUENTIN BEC,THOMPSON, EUGENE FLA,STACY, GWEN"
SNAKESKIN II/,"PATCH II,ARCADE/"
SOCRATES SOCK,"IRON MAN/TONY STARK ,NAPIER, RAMONA DR.,BLACK WIDOW/NATASHA ,AVRIL, YVETTE,HOGAN, VIRGINIA PEPP,FIREBRAND III/RICHAR,DE LA SPIROSA, COUNT,ULTIMO,MANDARIN,FUJIKAWA, RUMIKO,HOGAN, HAROLD J. HAP,STARK, MORGAN"
"SOLE, MAJOR REMINGTO","STORM/ORORO MUNROE S,COLOSSUS II/PETER RA,WOLVERINE SKRULL,FURY, COL. NICHOLAS ,MARROW/SARAH ,NIGHTCRAWLER/KURT WA,GAMBIT/REMY LEBEAU ,SHADOWCAT/KATHERINE ,ROGUE /,CYPHER/DOUG RAMSEY,DEATHLOK IV,PROFESSOR X/CHARLES ,MACHINE MAN/X-51"
SOMBRE,"KILLMONGER, ERIC/N'J,BLACK PANTHER/T'CHAL,LYNNE, MONICA,VENOMM,KING CADAVER"
"SOMMERS, APRIL","CONSTRICTOR/FRANK PA,GAFF/SIDNEY E. LEVIN,ROSS, GEN. THADDEUS ,STINGRAY/DR. WALTER ,HULK/DR. ROBERT BRUC,JACK OF HEARTS/JACK ,WILSON, JIM,LEADER/SAM STERNS,DOC SAMSON/DR. LEONA,BI-BEAST II,QUARTERMAIN, CLAY"
"SONDHEIM, ERICA","BLACK WIDOW/NATASHA ,TIGRA/GREER NELSON,USAGENT/CAPTAIN JOHN,BEETLE/ABNER RONALD ,ARBOGAST, BAMBI,SPYMASTER II,PARK, ARCHIE,RAVEN,WHIPLASH/MARK SCARLO,JARVIS, EDWIN ,WASP/JANET VAN DYNE ,THUNDERSTRIKE/ERIC K,STARK, MORGAN,HOGAN, HAROLD J. HAP,ALVAREZ, FELIX,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,HOGAN, VIRGINIA PEPP,CORBEAU, DR. PETER,CENTURY,LANG, CASSANDRA CASS,BLIZZARD II/DONALD G,HULK/DR. ROBERT BRUC,LACOSTE, RAE,CYBERMANCER/DR. SUZI,IRON MAN IV/JAMES R.,CABE, BETHANY,ANT-MAN II/SCOTT HAR,CAPTAIN AMERICA,SLAG/SLAGHT, DR. THE,FURY, COL. NICHOLAS ,JEFFRIES, DR.,BERGIER, REBECCA,CONTROLLER/BASIL SAN,ANT-MAN/DR. HENRY J.,WOLFGANG,JOSEPH, SHEVA,HAMMER, JUSTIN,CRIMSON DYNAMO V/DIM,LIVING LIGHTNING/MIG,DR. DOOM/VICTOR VON ,WONDER MAN/SIMON WIL,ZIMMER, ABE,SPIDER-WOMAN II/JULI,MARTELL, SHIELD AGEN,MARTINELLI, VINCENT ,HAWK,DARE, KATHLEEN,SKYE"
"SOUSA, PAUL","NELSON, FRANKLIN FOG,LEWIS, SHIRLEY WASHI,SPIDER-MAN/PETER PAR,GREEN GOBLIN/NORMAN ,GAUNT/MENDEL STROMM,SPIDER-MAN CLONE/BEN,URICH, BEN,WATSON, ANNA,WATSON-PARKER, MARY"
"SPAR, DR. KATHERINE","GAMBONNO, LUIGI,CAPTAIN AMERICA,JUSTICE II/VANCE AST,GAMBONNO, ERNESTO,FIRESTAR/ANGELICA JO,DEANGELO, DEVLIN,JONES, MARLO CHANDLE,ROSS, GEN. THADDEUS ,CANNONBALL/JACK PULV,JONES, RICHARD MILHO,ABOMINATION/EMIL BLO,SCARLET WITCH/WANDA ,PRINCESS PYTHON/ZELD,QNAX,RINGMASTER/MAYNARD T,CLOWN/CRAFTY ELIOT F,HULK/DR. ROBERT BRUC,BANNER, BETTY ROSS T,DOC SAMSON/DR. LEONA"
SPARROW,"WRONG,JUSTICE II/VANCE AST,DRY,TURBO II (A)/MICHIKO,FIRESTAR/ANGELICA JO,TIMESLIP/RINA PATEL,DUNHAM, LAURA,NIGHT THRASHER/DUANE,GEE/ALEX POWER,NAMORITA/NITA PRENTI,HINDSIGHT LAD/CARLTO,CARDINAL/CLEMDENON,CUT,NOVA/RICHARD RIDER,ADMIRAL PROTOCOL/,RIGHT,SPEEDBALL II/DARRION,VOLX,GENERAL OBSIDIAN,RAGE/ELVIN DARYL HAL,HELIX/RAFAEL CARAGO,DARK"
SPARX/AURELLE,"TOMORROW HAWK/CEYOTE,DEVEREAUX, IRIS,REJECT/RAN-SAK [DEVI,KARKAS [DEVIANT],THENA,APOCALYPSE/EN SABAH ,CHI DEMON/PROFESSOR ,SERSI/SYLVIA,PHASTOS [ETERNAL],GHAUR [DEVIANT]"
SPAT,"DEATHBIRD [SHI'AR],GAMBIT/REMY LEBEAU ,CALLISTO,MAGGOTT/JAPHETH,ANGEL/WARREN KENNETH,PSYLOCKE/ELISABETH B,MEANY,MACTAGGERT, MOIRA KI,MARROW/SARAH ,GROVEL,NANNY,CANNONBALL II/SAM GU,ROGUE /,BEAST/HENRY &HANK& P,MARVEL GIRL/JEAN GRE,LANDSCAPE/BRETT,TILBY, TRISH/PATRICI"
SPIKEY,"WINDY,WHITE QUEEN/EMMA FRO,SKIN/ANGELO ESPINOSA,PENANCE/MONET ST. CR,LANIEGE, BIANCA,SINGH, DR.,GAIA,SYNCH/EVERETT THOMAS,BRAINY,BANSHEE/SEAN CASSIDY,GREASY,WARPY,CHAMBER/JONOTHON STA,ALBERT,ST. CROIX, CLAUDETTE,ST. CROIX, NICOLE,EMPLATE/MARIUS ST. C,STINKY,HUSK/PAIGE GUTHRIE,AUTHIER, POLICE CHIE,JUBILEE/JUBILATION L"
SPROCKET,"MADSDEN, TREVOR,WRONG,JUSTICE II/VANCE AST,DRY,TURBO II (A)/MICHIKO,FIRESTAR/ANGELICA JO,MURDER,GEE/ALEX POWER,AIREO/AEOLUS [INHUMA,RIDER, ROBERT ROBBIE,NAMORITA/NITA PRENTI,CUT,FIREBRAND II/BROXTEL,WATER WIZARD/PETE,COOPER, DR. VALERIE,NOVA/RICHARD RIDER,WARHEAD/GREGORY SLIV,RIGHT,TANTRUM/,LIGHT,SPARROW,EXETER, LT.,MAXOV,TERRAFORMER/SAM,SPEEDBALL/ROBBIE BAL,ADORA CLONE,GYRICH, HENRY PETER,THERA,PLANNER,NIGHT THRASHER/DUANE,TIMESLIP/RINA PATEL,NEWMARK, LOTUS,CARDINAL/CLEMDENON,ADMIRAL PROTOCOL/,DARKHAWK/CHRIS POWEL,SPEEDBALL II/DARRION,STANDISH, GEN.,GENERAL OBSIDIAN,RAGE/ELVIN DARYL HAL,DARK"
SSSITH,"BLACK WIDOW/NATASHA ,APOCRYPHUS,PHARAOH RAMA-TUT,DR. DRUID/ANTHONY LU,CRYSTAL [INHUMAN],TYNDAR,RAVONNA LEXUS RENSLA,BLACK KNIGHT V/DANE ,INVISIBLE WOMAN/SUE ,SERSI/SYLVIA,THING/BENJAMIN J. GR,RED WOLF/WILDRUN,HERCULES [GREEK GOD],TEMPUS,RAA,HUMAN TORCH/JOHNNY S,MR. FANTASTIC/REED R,DEATHUNT 9000,BLACK KNIGHT II/SIR"
"STACY, ARTHUR","WALTERS, BILLY,BUZZ,CICERO, CAESAR BIG C,GREEN GOBLIN V/,FORTUNATO,TINKER, SHEA,LIZARD/DR. CURTIS CO,GHOST RIDER III/DAN ,PUNISHER II/FRANK CA,THOMPSON, EUGENE FLA,STACY, GWEN,EEL II/EDWARD LAVELL,LEWIS, SHIRLEY WASHI,SPIDER-MAN/PETER PAR,UATU,KRAVEN THE HUNTER II,VASHTI,ROBERTSON, RANDY,ROBERTSON, JOE,RANGER I/,STACY, PAUL,BULLSEYE II/BENJAMIN,MYSTERIO II/DANIEL B,HAMMERHEAD,TRAPSTER/PETER PETRU,WARD, SEN. STEWART,GREEN GOBLIN/NORMAN ,SHOCKER/HERMAN SCHUL,URICH, BEN,SHOTGUN III/,LEEDS, BETTY BRANT,STACY, JILL,WATSON, ANNA,OSBORN, NORMIE,MAN-MOUNTAIN MARKO,BOOMERANG/FRED MYERS,TORK, LT.,SANDMAN/WILLIAM BAKE,GAUNT/MENDEL STROMM,CONNORS, MARTHA,PARKER, MAY,GRANT, GLORIA GLORY,STRONG, SUSAN,DR. OCTOPUS/OTTO OCT,OVERRIDE/DR. GREGORY,SNIPES, DET.,JANSON, DR. ANDREA,PROFESSOR ANGST/DR. ,FORTUNATO, GIACOMO J,WILSON, LOUIS,WILKS, SHANTAL,MORBIUS/DR. MICHAEL ,VULTURE/ADRIAN TOOME,JAMESON, J. JONAH,JAMESON, MARLA MADIS,ELECTRO/MAX DILLON,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,WATSON-PARKER, MARY ,ROBERTSON, MARTHA,FIELDING, CLARENCE,OSBORN, LIZ ALLAN,VENOM/EDDIE BROCK,KINGPIN/WILSON FISK"
"STAHL, VERONICA","SPIDER-MAN/PETER PAR,GREEN GOBLIN/NORMAN ,FRANKLIN, JEREMY,WATSON-PARKER, MARY ,MAXWELL, MORRIS"
STALLIOR,"GORGON [INHUMAN],CRYSTAL [INHUMAN],AIREO/AEOLUS [INHUMA,AVIUS,THING/BENJAMIN J. GR,NEBULO,TIMBERIUS,QUICKSILVER/PIETRO M,BLASTAAR,FALCONA [INHUMAN],CENTARIUS,MAXIMUS [INHUMAN],STARFOX/EROS,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,BLOOD WRAITH/SEAN DO,KARNAK [INHUMAN],NIXON, RICHARD,ANT-MAN II/SCOTT HAR,BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,ROSS, GEN. THADDEUS ,RICHARDS, FRANKLIN B,TRITON,KRISTOFF/KRISTOFF VE,ZARRKO, ARTHUR,LEONUS/LIONUS [INHUM,LE FEY, MORGAN,CYNAS,HUMAN TORCH/JOHNNY S,TARGON,LOCKJAW [INHUMAN],RICHARDS, NATHANIEL,ARCADIUS,SILVER SURFER/NORRIN,BANNER, BETTY ROSS T"
"STANCHEK, DR.","STORM/ORORO MUNROE S,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,WITHERS,STURDY, PROF. KENNET,ANT-MAN/DR. HENRY J.,WHIRLWIND/DAVID CANN,WHIZZER/ROBERT L. FR,CYCLOPS/SCOTT SUMMER,BANSHEE/SEAN CASSIDY,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,ANGEL/WARREN KENNETH,WASP/JANET VAN DYNE ,HELLEN,POWER MAN/ERIK JOSTE,COLOSSUS II/PETER RA,SCARLET WITCH/WANDA ,CAT MAN/HORGAN,THUNDERBIRD/JOHN PRO,LIVING LASER/ARTHUR ,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,FREDERICKS, GENERAL,PROFESSOR X/CHARLES ,COUNT NEFARIA, LUCHI"
"STAR, JOAN","SHARPE, ROSALINDE,HUNTER, IAN,DAREDEVIL/MATT MURDO,DWYER, MARISSA,ELEKTRA/ELEKTRA NATC,MALPHER, KATHY"
"STARR, AARON","EXALT,INVISIBLE WOMAN/SUE ,B'ARR,RICHARDS, FRANKLIN B,DIAMONDE, YVETTE,MR. FANTASTIC/REED R,STEM"
"STEELE, MARCY MASTER","VIZIER,HEIMDALL [ASGARDIAN],JUSTICE II/VANCE AST,EARTH-LORD/KYLE BROC,FIRESTAR/ANGELICA JO,STELLARIS/LEAH PRINC,SETH II,NAMORITA/NITA PRENTI,JARVIS, EDWIN ,BORA,HERCULES [GREEK GOD],BETA RAY BILL,QUICKSILVER/PIETRO M,MAJOWSKI, SAM MOTHER,GHOST RIDER III/DAN ,DEMONSTAFF,DENNIS, MARTY,BLOODAXE/JACKIE LUKU,O'KEEFE, CHANDRA,NIGHT THRASHER/DUANE,STONE, LT. MARCUS,ANT-MAN/DR. HENRY J.,INVISIBLE WOMAN/SUE ,MS. MARVEL II/SHARON,4-D MAN/MERCURIO,BALDER [ASGARDIAN],RASSITANO, MAD DOG,WRECKER III/DIRK GAR,STEELE, BOBBY,WHYTEOUT/STUART ANTH,JUGGERNAUT/CAIN MARK,KARNILLA [ASGARDIAN],JAMESLEY, ALOYSIUS R,SERVITOR,ENCHANTRESS/AMORA/HE,SIF,BLACK WIDOW/NATASHA ,WIND-WARRIOR/PAMELA ,MASTERSON, KEVIN,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],CRYSTAL [INHUMAN],THUNDERSTRIKE/ERIC K,ODIN [ASGARDIAN],NOVA/RICHARD RIDER,PARETSKY, DR. GARY,TYRUS,AUSTIN, SUSAN,THUNDERBALL/DR. ELIO,CARTER, PEGGY,MEPHISTO,MARRERO, ED,MR. FANTASTIC/REED R,SANGRE/JULIA CONCEPC,GREY GARGOYLE/PAUL P,ULIK,SPEEDBALL/ROBBIE BAL,RUIZ, RIGGER,CAPTAIN AMERICA,THOR IV/DARGO,TAGAR,THOR/DR. DONALD BLAK,JOYCE, SAMANTHA,PAINTER/WILHELM VON ,JACKSON, ANDREW JOCK,WATSON-PARKER, MARY ,HIGH EVOLUTIONARY/HE,ZARRKO, ARTHUR,VOLSTAGG,WILDSTREAK,HELA [ASGARDIAN],QUICKSAND,PILEDRIVER II/BRIAN ,SAPRISTI, JERRY,FANDRAL [ASGARDIAN]"
STEGRON,"KA-ZAR/KEVIN PLUNDER,BLACK WIDOW/NATASHA ,CHTYLOK,SPIDER-MAN/PETER PAR,BLACK PANTHER/T'CHAL,LOKI [ASGARDIAN],JAMESON, J. JONAH,CONNORS, BILLY,ROBERTSON, JOE,SETH II,JARVIS, EDWIN ,THUNDERSTRIKE/ERIC K,WATSON-PARKER, MARY ,LIZARD/DR. CURTIS CO,ZABU,SHANNA/SHANNA O'HARA"
"STEWART, TINA","DR. SPECTRUM/JOSEPH ,MASTER MENACE/DR. EM,CROWLEY,JONES, KATIE,NIGHTHAWK III/NEAL,HYPERION,SHAPE,MYSTERIUM/DR. JOSEPH,SKYMAX/SK'YM'X/JAMES,WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,JONES, DRUCILLA,JONES, ANDY,STEWART, MADDIE,AMPHIBIAN/KINGLEY RI,JONES, PHILLIP"
STINGER IV,"CAGE, LUKE/CARL LUCA,IRONCLAD,SHE-CAT,IRON FIST/DANIEL RAN,MASTER/ESHU,DEMI-GOD,X-RAY"
STINGRAY | MUTANT X-,"BLOODSTORM | MUTANT ,FALLEN | MUTANT X-VE,FURY, NICK | MUTANT ,MAN-SPIDER | MUTANT ,NAMORITA | MUTANT X-,DR. DOOM | MUTANT X-,ABSORBING MAN | MUTA,PROFESSOR X | MUTANT,HAVOK/ALEX SUMMERS ,DEVIL DINOSAUR | MUT,BEYONDER | MUTANT X-,BLACK BOLT | MUTANT ,BROTHER VOODOO | MUT,SERSI | MUTANT X-VER,KARNAK | MUTANT X-VE,ICE-MAN | MUTANT X-V,VOLSTAGG | MUTANT X-,DRACULA | MUTANT X-V,MEDUSA | MUTANT X-VE,VALKYRIE II | MUTANT,DRAX | MUTANT X-VERS,DR. STRANGE | MUTANT,VENDETTA | MUTANT X-,POLARIS | MUTANT X-V,HULK | MUTANT X-VERS,BRUTE | MUTANT X-VER,TRITON | MUTANT X-VE,IKARIS | MUTANT X-VE,IRON FIST | MUTANT X,RAVEN | MUTANT X-VER,SUMMERS, SCOTT III |,DAREDEVIL | MUTANT X,FIN FANG FOOM | MUTA,WOLVERINE | MUTANT X,THOR | MUTANT X-VERS,SUB-MARINER | MUTANT,HOGUN | MUTANT X-VER,MOON KNIGHT | MUTANT"
"STITHY, THEODORE","PAGE, KAREN,O'BREEN, GLORIANNA,KRUEL/VICTOR KRUELLE,WAGNER, ERNIE WHACK ,KINGPIN/WILSON FISK"
STONE-FACE,"PARKER, MAY"
STONECOLD/,"SABRETOOTH/VICTOR CR,OMEGA RED/ARKADY ROS,FATALE/PAMELA GREENW,CHASE, TREVOR,WILD CHILD/KYLE GIBN,BROWSER,DARK BEAST/HENRY MCC,HAVOK/ALEX SUMMERS ,COOPER, DR. VALERIE"
STORM DOPPELGANGER,"MAGUS,FIRESTAR/ANGELICA JO,BLACK KNIGHT V/DANE ,NAMORITA/NITA PRENTI,CYCLOPS/SCOTT SUMMER,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,IRON MAN DOPPELGANGE,NOVA/RICHARD RIDER,PUCK/EUGENE MILTON J,HERCULES [GREEK GOD],STRONG GUY/GUIDO CAR,SCARLET WITCH/WANDA ,HUMAN TORCH DOPPELGA,CYCLOPS DOPPELGANGER,MARVEL GIRL DOPPELGA,HULK/DR. ROBERT BRUC,SPEEDBALL/ROBBIE BAL,CAPTAIN AMERICA,DR. DRUID/ANTHONY LU,SASQUATCH/WALTER LAN,ANGEL/WARREN KENNETH,COLOSSUS II DOPPELGA,THANOS DOPPELGANGER,COLOSSUS II/PETER RA,LIVING LIGHTNING/MIG,DAREDEVIL/MATT MURDO,HUMAN TORCH/JOHNNY S,POLARIS/LORNA DANE,ROGUE /,WONDER MAN/SIMON WIL,WOLVERINE DOPPELGANG,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,QUASAR III/WENDELL V"
