hero,connection
SAVAGE STEEL/HARRY L,"BAZIN, BRODERICK RIC,POWELL, GRACE,TOMBSTONE/LONNIE THO,SAINT, JOHNNY,BAZIN, PHILLIPPE,POWELL, JASON,MCPHEE, LOUIE,BAZIN, ALLEGRA,SAVAGE STEEL II/ARTH,HARRIS, MONROE,POWELL, JONATHAN,ZAFAR, OFFICER JIMMY,DARKHAWK/CHRIS POWEL"
SAYGE,"BURLEY, MIKE,JUSTICE II/VANCE AST,UATU,DUGAN, TIMOTHY ALOYI,GALACTUS/GALAN,CONDOR,TERRAX II/TYROS,RIDER, ROBERT ROBBIE,INVISIBLE WOMAN/SUE ,JONES, GABE,SITWELL, JASPER,RIDER, CHARLES,NOVA/RICHARD RIDER,JAYE-FIRESTONE, GING,SPHINX II,COOPER, ROGER CAPS,DIAMONDHEAD/DYKER,HUMAN TORCH/JOHNNY S,DREADNAUGHT,DILLON, BERNIE,BARON STRUCKER/WOLFG,POWERHOUSE/RIEG DAVA,MR. FANTASTIC/REED R,SPHINX"
SCARECROW II,"D'SPAYRE,DWELLER IN DARKNESS,DAREDEVIL/MATT MURDO,MASTERS, ALICIA REIS,CLEA,THING/BENJAMIN J. GR,WOLFE, SARA,LURKING UNKNOWN"
SCENE STEALER,"IRON MAN/TONY STARK ,PSIMON,FIELDER"
"SCHOOLCRAFT, DR. DEN","SCORCHER/,BEETLE/ABNER RONALD ,BOOMERANG/FRED MYERS,CHARCOAL/CHARLIE BUR,MOONSTONE II/KARLA S,SHATTERFIST/,CORD, EDWIN,KLAW/ULYSSES KLAW,CRIMSON COWL II/,SCREAMING MIMI/MELIS,ZOLA, ARNIM,POWER MAN/ERIK JOSTE,ROGERS, GAYLE,JOLT/HALLIE TAKAHAMA,MAN-KILLER/KATRINA L,CYCLONE II/PIERRE FR,HARRIGAN, PATRICIA P,FIXER II/PAUL NORBER,CITIZEN V II/HELMUT ,HAWK,TIGER SHARK/TODD ARL,CITIZEN V III/DALLAS,JOYSTICK/JANICE"
SCORPIA,"VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR,BEETLE/ABNER RONALD ,JAMESON, J. JONAH,BOOMERANG/FRED MYERS,ROBERTSON, JOE,SPIDER-MAN CLONE/BEN,BLACK CAT/FELICIA HA,TRAINER, DR. SEWARD,HOBGOBLIN V/JASON PH,WATSON-PARKER, MARY ,SHOCKER/HERMAN SCHUL,STUNNER/ANGELINA BRA,KAINE"
"SCRATCH, NICHOLAS","HELLSTORM/DAIMON HEL,REPTILLA,THORNN,PLUTO [OLYMPIAN],THING/BENJAMIN J. GR,JARVIS, EDWIN ,BRUTACUS,VERTIGO,SCARLET WITCH/WANDA ,VAKUME,BLISS, MISS,ROSETTI, GABRIEL,MEPHISTO,MR. FANTASTIC/REED R,DORMAMMU,WOLFE, HEDY,GAZELLE,SUB-MARINER/NAMOR MA,INVISIBLE WOMAN/SUE ,HYDRON,RICHARDS, FRANKLIN B,IMPOSSIBLE MAN,NORRISS, SISTER BARB,HELLCAT/PATSY WALKER,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,HELA [ASGARDIAN],UMAR"
SCYLLA,"IRON MAN/TONY STARK ,FURY, COL. NICHOLAS ,SITWELL, JASPER"
SEAWEED MAN,KRANG [ATLANTEAN]
SEMIJAN,"SUMMERS, NATHAN CHRI,CIRE, MANUEL,GAUNT II,WALL/,AENTAROS,DOMINO III/BEATRICE/,MERRYWEATHER, IRENE,CIRE, EZRA,PHOENIX III/RACHEL S,CIRE, EYLA,PRINCESS SANDELLA,CROSS, JASON,CYANIDE JANE,BLOCKADE/DEXTER PARI,CARMODY, MRS.,GLEASON, KAREN,OXTON, PROFESSOR HEN,AZAZEL,MALAN Sometimes spel,BEAST/HENRY &HANK& P,BERGER, PROF.,MARVEL GIRL/JEAN GRE,HAMID, SHEIK,SHIRE, DR. RANDALL,KEY/"
SENSATIONAL HYDRA/A,"BOLT, COUNCILMAN AND,CAPTAIN AMERICA,THOR/DR. DONALD BLAK,THING/BENJAMIN J. GR,JARVIS, EDWIN ,WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,CARTER, SHARON,CLINTON, BILL,MODAM,HAWK,MACHINE MAN/X-51"
"SENYAKA, TIA","DAREDEVIL/MATT MURDO,SYNAPSE/,CAMBRIDGE, MOXIE,CONCIERGE, LE/,STILT-MAN/WILBUR DAY"
SERVITOR,"MASTERSON, KEVIN,THOR IV/DARGO,LOKI [ASGARDIAN],STELLARIS/LEAH PRINC,THUNDERSTRIKE/ERIC K,4-D MAN/MERCURIO,PARETSKY, DR. GARY,STEELE, MARCY MASTER,ZARRKO, ARTHUR,TYRUS,BETA RAY BILL,STEELE, BOBBY,AUSTIN, SUSAN,DEMONSTAFF,SALLA,GREY GARGOYLE/PAUL P"
SETH II,"LORELEI II/MELODI [A,VIZIER,SIF,BLACK WIDOW/NATASHA ,CAPTAIN MARVEL II/MO,HEIMDALL [ASGARDIAN],ENCHANTRESS/AMORA/HE,MASTERSON, KEVIN,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],STELLARIS/LEAH PRINC,GORGON [INHUMAN],TYR,BLACK KNIGHT V/DANE ,THUNDERSTRIKE/ERIC K,ODIN [ASGARDIAN],OSIRIS,HORUS [EGYPTIAN GOD],FRIGGA,THOR II/ROGER RED NO,HERCULES [GREEK GOD],GUDRUN [ASGARDIAN],QUICKSILVER/PIETRO M,AUSTIN, SUSAN,SNAGG,MROTH,ULIK,IRON MAN IV/JAMES R.,RUIZ, RIGGER,ISIS,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,DR. DRUID/ANTHONY LU,BLOODAXE/JACKIE LUKU,STONE, LT. MARCUS,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,JOYCE, SAMANTHA,SUB-MARINER/NAMOR MA,HERMOD [ASGARDIAN],TRITON,KINCAID, DR. JANE FO,BALDER [ASGARDIAN],STEELE, MARCY MASTER,VOLSTAGG,PYLLAR,STEELE, BOBBY,HILDY [ASGARDIAN],GEIRRODUR,DAREDEVIL/MATT MURDO,LEIR,KARNILLA [ASGARDIAN],MARRINA/MARRINA SMAL,STINGRAY/DR. WALTER ,FANDRAL [ASGARDIAN],SHE-HULK/JENNIFER WA"
"SHAARA, MRS.","MACTAGGERT, MOIRA KI,SHAPANDER, KARIMA,WOLFSBANE/RAHNE SINC,SUMMERS, NATHAN CHRI,BEAST/HENRY &HANK& P,THUNDERBIRD III/NEAL,MARVEL GIRL/JEAN GRE,MASTER MOLD II,SHAARA, MR."
"SHAARA, SANJIT","MACTAGGERT, MOIRA KI,SHAPANDER, KARIMA,WOLFSBANE/RAHNE SINC,SUMMERS, NATHAN CHRI,SHAARA, MRS.,BEAST/HENRY &HANK& P,THUNDERBIRD III/NEAL,MARVEL GIRL/JEAN GRE,MASTER MOLD II,SHAARA, MR."
SHADOW QUEEN/SHIALMA,"WONG,DR. STRANGE/STEPHEN ,CLEA,WOLFE, SARA"
SHADOWCAT 2013,"MAGNETO/MAGNUS/ERIC ,SHADOWCAT/KATHERINE ,PYRO/ALLERDYCE JOHNN,WOLVERINE/LOGAN ,MASTER MOLD II,MEGGAN,ADVERSARY,BLACK KING/SEBASTIAN,FORRESTER, CAPT. ALE,SUNSPOT/ROBERTO DACO,COLOSSUS 2013,MAGUS II,STORM/ORORO MUNROE S,KNAVE,CALLISTO,RED QUEEN,TWEEDLEDOPE,MAGIK/ILLYANA RASPUT,MYSTIQUE/RAVEN DARKH,PHOENIX III/RACHEL S,FORGE,EXECUTIONER IV,COLOSSUS II/PETER RA,NIGHTCRAWLER/KURT WA,KELLY, SEN. ROBERT E,LOCKHEED,ROGUE /,DAYTRIPPER/AMANDA SE,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,AHAB/RORY CAMPBELL,JESTER II"
SHADOWKNIGHT/RANDALL,"MOON KNIGHT/MARC SPE,FRENCHIE/JEAN-PAUL D,PUNISHER II/FRANK CA,PRINCESS NEPTHYS/SAN,ALRAUNE, MARLENE"
"SHAITAN, AL","HELLSTROM, VICTORIA,HELLCAT/PATSY WALKER,SATANA,HELLSTORM/DAIMON HEL,ROSETTI, GABRIEL,GARGOYLE II/ISAAC CH,DR. STRANGE/STEPHEN ,SATAN/MARDU KURIOS,HELLSTORM DOPPELGANG,SIEGEL, DR. AVRAM"
SHAMAN III,"MACKAY, MURDO,MACKAY, AILSA"
SHARK/,"HUMAN TORCH ANDROID/,BUCKY/BUCKY BARNES,CAPTAIN AMERICA,TORO/TOM RAYMOND,AGENT AXIS/,SUB-MARINER/NAMOR MA,HYENA/HENRY MORTONSO"
SHARYD/CONAL,"SCIMITAR,DEATH STING/MIRANDA ,MEACHUM, JOY,IRON FIST/DANIEL RAN,SHIPPINSKY, MALIK"
"SHAW, ESAU",SPITFIRE/LADY JACQUE
"SHAW, HIRAM","DORMAMMU,HARKNESS, ABIGAIL,MERRYWEATHER, IRENE"
"SHAW, SARAH","DORMAMMU,SHAW, HIRAM,HARKNESS, ABIGAIL,MERRYWEATHER, IRENE"
"SHEFFIELD, LEAH","AIRBORNE/,HOGAN, VIRGINIA PEPP,SMOKESCREEN/,FIREFIGHT/,MADAME MASQUE/GIULIE,JAMESON, J. JONAH,HANRAHAN, GORDON,GREEN GOBLIN/NORMAN ,MADAME MENACE/SUNSET"
SHELLSHOCK/,"BLACK PANTHER/T'CHAL,MODOK/GEORGE TARLETO,GORGON [INHUMAN],BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,CRYSTAL [INHUMAN],THOR/DR. DONALD BLAK,PSYCHO-MAN,THINKER,INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR,TRITON,HUMAN TORCH/JOHNNY S,MASTERS, ALICIA REIS,LOCKJAW [INHUMAN],MR. FANTASTIC/REED R,LIVEWIRE/RANCE PREST,KARNAK [INHUMAN]"
"SHIPPINSKY, MALIK","DEATH STING/MIRANDA ,MEACHUM, JOY,IRON FIST/DANIEL RAN,SHARYD/CONAL"
SHOCKWAVE ROBOT,"DR. DOOM/VICTOR VON ,SHANG-CHI,RAZORFIST ROBOT,FU MANCHU"
SHOT/,"LIZARD/DR. CURTIS CO,PURL, DR. NOAH,SPIDER-MAN CLONE/BEN,FLARE/,SHELL/,ARMSTRONG, ?"
SHREEVE,"CAGE, LUKE/CARL LUCA"
SHRILL/,"MACTAGGERT, MOIRA KI,COLOSSUS II/PETER RA,NIGHTCRAWLER/KURT WA,SZARDOS, MARGALI,SHADOWCAT/KATHERINE ,CYPHER/DOUG RAMSEY,CAPTAIN BRITAIN/BRIA,GRAVEMOSS,WOLVERINE/LOGAN ,PROFESSOR X/CHARLES ,MEGGAN"
SICKLE II/,"IVANOVA, ELENA,HUDSON, HEATHER,OMEGA RED/ARKADY ROS,PUSHKIN, IVAN,HAMMER IV/,MAVERICK/CHRISTOPHER,BOLT II/CHRIS BRADLE,FERGUSON, ISABEL,PUCK/EUGENE MILTON J"
SIDEWINDER/SETH VOEL,"ARGOSY, HERVE,MODOK/GEORGE TARLETO,CENTURY, TURNER D.,BLACK KNIGHT V/DANE ,THING/BENJAMIN J. GR,JARVIS, EDWIN ,HAVOK/ALEX SUMMERS ,BLACK RACER/,VIPER II,IRON FIST/DANIEL RAN,STARFOX/EROS,FURY, COL. NICHOLAS ,DEATH STING/MIRANDA ,DAZZLER II/ALLISON B,DEATH ADDER,ROSENTHAL, BERNIE,ANACONDA/BLANCHE SIT,GHAUR [DEVIANT],PALADIN/PAUL DENNIS,CONSTRICTOR/FRANK PA,RAPIER,PROFESSOR POWER/ANTH,LONGSHOT,BOOMSLANG/,ROGUE /,MASTERS, ALICIA REIS,SCOURGE,LLYRA/LLYRA MORRIS,PUFF ADDER,HYPERION II,HELLRAZOR,MEACHUM, JOY,USAGENT/CAPTAIN JOHN,RATTLER,FONG, KATY,DEMOLITION MAN/DENNI,NOMAD III/JACK MONRO,LETHA,BATTLESTAR/LEMAR HOS,LEVIATHAN II/EDWARD ,VAGABOND/PRISCILLA L,REDWING,IRON MAN/TONY STARK ,ROCK PYTHON,ASP II/CLEO,BUSHMASTER II/QUINCY,CARTER, PEGGY,COBRA/KLAUS VORHEES,SHIPPINSKY, MALIK,MR. JIP,GATEWAY,GRAPPLER,RIDDLEY, HIRAM RAM,COPPERHEAD III/DAVIS,SCIMITAR,STORM/ORORO MUNROE S,HIJACKER,CAPTAIN AMERICA,THUNDRA,BLACK MAMBA/TANYA SE,STEEPLEJACK II/MAXWE,FER DE LANCE/TERESA,JAMESON, COL. JOHN ,SHARYD/CONAL,SHELLSHOCK/,MINDWAVE,FALCON/SAM WILSON,COTTONMOUTH II,COACHWHIP,PSYLOCKE/ELISABETH B,CHEETAH,FOOLKILLER II/GREG S,COLOSSUS II/PETER RA,EL JAGUAR,PRINCESS PYTHON/ZELD,DIAMONDBACK II/RACHE,PORCUPINE/ALEX GENTR,KRAKEN,MADCAP,KINGPIN/WILSON FISK"
"SIEGEL, DR. AVRAM","HELLCAT/PATSY WALKER,HELLSTORM/DAIMON HEL,PORTER, KIM,CROW, REV. JOSHUA,ROSETTI, GABRIEL,GARGOYLE II/ISAAC CH,GERHARDT, JOSEPH HEI,HELLSTORM DOPPELGANG,ARMAZIEL,SAMMAEL"
"SILVANI, VITTORIO","ATTRACTIVE LAD/AUNDR,CHARCOAL/CHARLIE BUR,JARVIS, EDWIN ,WHIPLASH/MARK SCARLO,IRON MAN/TONY STARK ,SHEFFIELD, LEAH,RIVERA, DR. JASON,ROCKETLAUNCHER/,HOGAN, VIRGINIA PEPP,SMOKESCREEN/,MADAME MASQUE/GIULIE,ARIES II/GROVER RAYM,BOOBYTRAP/,AIRBORNE/,HANRAHAN, GORDON,GRAY, CHARLES,CARLISLE, JENNA,JAMESON, J. JONAH,NITRO/ROBERT L. HUNT,MOONSTONE II/KARLA S,MOONSTONE/LLOYD BLOC,MADAME MENACE/SUNSET,THERAK,BEACH, SPIDER,FIREFIGHT/,GREEN GOBLIN/NORMAN ,BEACH, GINGER,HAWK,COUNT NEFARIA, LUCHI"
SILVER DAGGER/ISAIAH,"SPIDER-MAN/PETER PAR,KALE, JENNIFER,LAYLA,WONG,DR. STRANGE/STEPHEN ,CLEA,WATSON-PARKER, MARY ,RAMA KALIPH,BARON BLOOD II/VICTO,AGAMOTTO,ARCANNA/ARCANNA JONE,TOPAZ,WARLOCK II/ADAM WARL,DR. DOOM/VICTOR VON ,DEVIL-SLAYER/ERIC SI,MEPHISTO,BINARY/CAROL DANVERS,WEREWOLF BY NIGHT/JA"
SILVER SABLE,"EARTH-LORD/KYLE BROC,SABRETOOTH/VICTOR CR,TURK II,BUZZ,SLOAN, DR.,ARON [WATCHER],THING/BENJAMIN J. GR,MASTER/ESHU,QUICKSILVER/PIETRO M,LIZARD/DR. CURTIS CO,RHINO,POWELL,SANDMAN DOPPELGANGER,HESSLER, WOLFGANG,LOBO, EDUARDO,THOMPSON, EUGENE FLA,ANT-MAN II/SCOTT HAR,LYJA LAZERFIST [SKRU,UATU,BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,ROBERTSON, RANDY,STONE, LT. MARCUS,RAVEN, SABBATH,LEEDS, NED,ROBERTSON, JOE,INVISIBLE WOMAN/SUE ,ZARAN/MAXIMILLIAN ZA,RASSITANO, MAD DOG,HUMAN TORCH ANDROID/,NIGHTCRAWLER/KURT WA,DEATHLOK III/MICHAEL,CHEKOV, ARTHUR ANTON,JACOBS, BEN,MASTERS, ALICIA REIS,JONES, SANDY,URICH, BEN,DR. DOOM/VICTOR VON ,ALRAUNE, MARLENE,KNIGHT, MISTY,CAT III/SHEN KUEI,OSBORN, NORMIE,FRENCHIE/JEAN-PAUL D,BOOMERANG/FRED MYERS,SANDMAN/WILLIAM BAKE,PETROVITCH, DMITRI,DEADPOOL/JACK/WADE W,GRANT, GLORIA GLORY,MEGGAN,CUSHING, KATE,RAVEN, SABBATH II/EL,CAPTAIN BRITAIN/BRIA,LANG, CASSANDRA CASS,RITTER, DONALD,RUIZ, RIGGER,FORTUNE, DOMINIC,JAMESON, J. JONAH,THOR/DR. DONALD BLAK,CHAMELEON/DMITRI SME,WHITE TIGER II/,WATSON-PARKER, MARY ,CAGE, LUKE/CARL LUCA,WING, COLLEEN,OSBORN, LIZ ALLAN,DRAKE, CARLTON,VENOM/EDDIE BROCK,TIERS, MICHELLE,HAWK,MADCAP,PARETTI, TONY,PEREGRINE, LE/FRANCK,LUMPKIN, WILLIAM WIL,SHE-HULK/JENNIFER WA,MAINFRAME/IAN WAJLER,AGENT-X/,KATZENBERG, NICK,ROCKET RACER/ROBERT ,SHADOWCAT/KATHERINE ,CRIPPLER/KARL STRIKL,DEVOS THE DEVESTATOR,LOBO, CARLOS,PUMA/THOMAS FIREHEAR,IRON FIST/DANIEL RAN,WILL O' THE WISP/JAC,FIELSTEIN, FIREWORKS,LEWIS, SHIRLEY WASHI,SPIDER-MAN/PETER PAR,MOLECULE MAN/OWEN RE,PALADIN/PAUL DENNIS,MOON KNIGHT/MARC SPE,DEATHLOK II/COL. JOH,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,ARRANGER/,PUPPET MASTER/PHILLI,RYKER, HARLAN,LEEDS, BETTY BRANT,SILVER SURFER/NORRIN,BLACK WIDOW/NATASHA ,BEETLE/ABNER RONALD ,BATTLESTAR/LEMAR HOS,PARKER, MAY,BLACK FOX II/,MIDNIGHT III/JEFFREY,SWANN, DR. EVAN,MERCADO, JOY,CROSS, STANLEY,LUBENSKI, NATE,QUENTINO,VULTURE/ADRIAN TOOME,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,RED SKULL II/ALBERT ,DR. DOOM DOPPELGANGE,SUB-MARINER/NAMOR MA,TRAINER, DR. SEWARD,TRICKSHOT,KRISTOFF/KRISTOFF VE,CHEN,ROBERTSON, MARTHA,ZARRKO, ARTHUR,BROWN, MINDY MCPHERS,CATHODE/,CASSADA, ROSA,PROWLER/HOBIE BROWN,RED SKULL/JOHANN SCH,STEELE, SIMON/WOLFGA,SNARE,MYSTERIO/QUENTIN BEC,HYDROMAN/MORRIE BENC,OSBORN, HARRY"
SILVER SURFER DOPPEL,"GAMORA,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,THUNDERSTRIKE/ERIC K,HERCULES [GREEK GOD],HERCULES DOPPELGANGE,MOONDRAGON/HEATHER D,HULK/DR. ROBERT BRUC,INFINITY II,STORM/ORORO MUNROE S,PIP/PRINCE GOFERN,CAPTAIN AMERICA,UATU,DR. DRUID/ANTHONY LU,ETERNITY/ADAM QADMON,GALACTUS/GALAN,GAMBIT/REMY LEBEAU ,VISION ,SASQUATCH/WALTER LAN,ICEMAN/ROBERT BOBBY ,FORGE,ANGEL/WARREN KENNETH,MOONDRAGON DOPPELGAN,NOVA II/FRANKIE RAYE,COLOSSUS II/PETER RA,LIVING LIGHTNING/MIG,THANOS,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,ICEMAN DOPPELGANGER,ROGUE /,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,WOLVERINE DOPPELGANG,MARVEL GIRL/JEAN GRE,HULK DOPPELGANGER II,SILVER SURFER/NORRIN,SHE-HULK/JENNIFER WA"
"SIMONSON, LOUISE","STORM/ORORO MUNROE S,MAGNETO/MAGNUS/ERIC ,SHADOWCAT/KATHERINE ,NOCENTI, ANN,CYPHER/DOUG RAMSEY,MAJOR DOMO,DARLA,GREENSONG,SPIRAL,BUTCH,WOLVERINE/LOGAN ,MIRAGE II/DANIELLE M,ALFY,PSYLOCKE/ELISABETH B,COLOSSUS II/PETER RA,WOLFSBANE/RAHNE SINC,JONES, LOUISE,NIGHTCRAWLER/KURT WA,LONGSHOT,CANNONBALL II/SAM GU,LOCKHEED,ROGUE /,KENT, CLARK,SUNSPOT/ROBERTO DACO,LANE, LOIS,KARMA/XI'AN COY MANH,WARLOCK III"
SINEW/,"TALISMAN II/ELIZABET,MAGUS,WINDSHEAR/COLIN ASHW,GAMORA,MAD DOG/COLONEL BUZZ,CYCLOPS/SCOTT SUMMER,AURORA/JEANNE-MARIE ,WOLVERINE/LOGAN ,WILD CHILD DOPPELGAN,MASTER/ESHU,THING/BENJAMIN J. GR,SHAMAN/MICHAEL TWOYO,GOBLYN,PUCK/EUGENE MILTON J,BILE/,THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,SCARLET WITCH/WANDA ,PATHWAY/LAURA DEAN,MISS MASS/,MANIKIN/DR. WHITMAN ,HULK/DR. ROBERT BRUC,DAREDEVIL DOPPELGANG,CAPTAIN AMERICA,NORTHSTAR/JEAN-PAUL ,HUDSON, HEATHER,DR. DRUID/ANTHONY LU,FIREBUG/,PERSUASION/KARA KILL,VISION ,WILD CHILD/KYLE GIBN,WITCHFIRE,SASQUATCH/WALTER LAN,ANGEL/WARREN KENNETH,STRONGARM/,THANOS,DRAX/ARTHUR DOUGLAS,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,WARLOCK II/ADAM WARL,BRAIN DRAIN/WERNER S,AURORA DOPPELGANGER,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,PUCK DOPPELGANGER II,SHE-HULK/JENNIFER WA"
SIROCCO,"CRIMSON COMMANDO/FRA,BLACK RAAZER/,VEIL,AVALANCHE/DOMINIC PE,PYRO/ALLERDYCE JOHNN,ARABIAN KNIGHT/ABDUL,BLOB/FRED J. DUKES,SUPER SABRE/MARTIN F,AMINEDI"
