hero,connection
ASP II/CLEO,"TALISMAN II/ELIZABET,CENTURY, TURNER D.,SERSI/SYLVIA,JARVIS, EDWIN ,SHAMAN/MICHAEL TWOYO,ION/,VAPOR,BLACK RACER/,TINKERER,SNAPDRAGON/SHEOKE SA,VIPER II,GOLDDIGGER,WRANGLER/,NIGHTSHADE/TILDA,KNOCKOUT,POUNDCAKES/MARIAN PO,SLEEPER,ICE PRINCESS/,DANSEN MACABRE,DEATH ADDER,VISION ,WITCHFIRE,SASQUATCH/WALTER LAN,VERTIGO II,MOONSTONE II/KARLA S,SUPERIA/WENTWORTH, D,ROSENTHAL, BERNIE,ANACONDA/BLANCHE SIT,EVERY-MAN,ZOLA, ARNIM,IRON MAIDEN/,WHIPLASH II/,CROSSBONES/BROCK BIN,IMPALA/,TRAPSTER/PETER PETRU,PALADIN/PAUL DENNIS,BLOODLUST,CONSTRICTOR/FRANK PA,RAPIER,WHITEOUT,FARREL, MIKE,BOOMSLANG/,MODAM,SIDEWINDER/SETH VOEL,AURIC/,FEROCIA/,SCOURGE,HAUPTMANN DEUTSCHLAN,BIRD MAN III/,MINDBLAST,TITANIA II/MARY SKEE,PUFF ADDER,VOICE,HELLRAZOR,VAMP,RATTLER,BOMBSHELL/,CARGIL/JOANNA CARGIL,LOKI [ASGARDIAN],LETHA,BOX IV/MADISON JEFFR,BATTLESTAR/LEMAR HOS,DIAMOND LIL/LILLIAN ,PUCK/EUGENE MILTON J,VAGABOND/PRISCILLA L,ROCK PYTHON,REDWING,IRON MAN/TONY STARK ,PELTINO, LT.,BUSHMASTER II/QUINCY,DRAGONFLY/VERONICA D,MOTHER NIGHT/SUSAN S,STANKOWICZ, FABIAN,CARTER, PEGGY,ARCLIGHT/PHILLIPA SO,COBRA/KLAUS VORHEES,GRAPPLER,GYPSY MOTH,COPPERHEAD III/DAVIS,HIJACKER,CAPTAIN AMERICA,HUDSON, HEATHER,BLACK MAMBA/TANYA SE,TRUMP/,STEEPLEJACK II/MAXWE,FER DE LANCE/TERESA,JAMESON, COL. JOHN ,SHELLSHOCK/,MINDWAVE,COTTONMOUTH II,BATTLEAXE/,CHEETAH,SCREAMING MIMI/MELIS,FOOLKILLER II/GREG S,EL JAGUAR,STEEL WIND,DOUGHBOY,COACHWHIP,PRINCESS PYTHON/ZELD,CYCLONE,MYSTERIA/,DIAMONDBACK II/RACHE,PORCUPINE/ALEX GENTR,SCORPION/MACDONALD G,RED SKULL/JOHANN SCH,QUICKSAND,KRAKEN,SAXON, STARR,BLACKBIRD/,SELENE,PINK PEARL/,KINGPIN/WILSON FISK"
ASTROLOGER/,"BLACK WIDOW/NATASHA ,PETROVITCH, IVAN"
"ASTROVIK, ARNOLD","JUSTICE II/VANCE AST,CHORD, MIYAMI,CHORD, ANDREW,FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,SILHOUETTE,YASHIDA, MARIKO,JANES, FATHER MICHAE,AIREO/AEOLUS [INHUMA,NAMORITA/NITA PRENTI,BENGAL/,ELEC'TRIX/,TAI II,NOVA/RICHARD RIDER,SPHINX II,FU'SE,PUNISHER II/FRANK CA,DIE'ODE/,TERRAFORMER/SAM,GRANT, GATOR,SPEEDBALL/ROBBIE BAL"
ATTUMA,"RED GUARDIAN V,ARBOGAST, BAMBI,BLACK KNIGHT V/DANE ,THING/BENJAMIN J. GR,SHAMAN/MICHAEL TWOYO,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,TOPSPIN/DARREN MITCH,MISTER HYDE/CALVIN Z,DIABLO/ESTEBAN DE AB,NORTHSTAR/JEAN-PAUL ,UATU,U-MAN/MERRANO,INVISIBLE WOMAN/SUE ,GHAUR [DEVIANT],NORRISS, SISTER BARB,SUPER SKRULL/KL'RT,ROGUE /,MASTERS, ALICIA REIS,DR. DOOM/VICTOR VON ,WONDER MAN/SIMON WIL,ENCHANTRESS/AMORA/HE,MAGNETO/MAGNUS/ERIC ,DUGAN, TIMOTHY ALOYI,WASP/JANET VAN DYNE ,BYRRAH [ATLANTEAN],BLACK MORAY,SERGEI,NEWELL, DIANE ARLISS,RAHN, TAMARA,PAGE, KAREN,VANGUARD/NICOLAI KRY,TORG,DARKSTAR/LAYNIA SERG,BLACK KNIGHT V STATU,THOR/DR. DONALD BLAK,VALKYRIE IV,BEAST/HENRY &HANK& P,MARRINA/MARRINA SMAL,MARVEL GIRL/JEAN GRE,HAWK,BINARY/CAROL DANVERS,CODY, GARY,FIREBIRD/BONITA JUAR,TYRAK,IGOR,PHARAOH RAMA-TUT,TALISMAN II/ELIZABET,PESTILENCE/CAPT. F.R,TIGRA/GREER NELSON,WHIZZER/ROBERT L. FR,WHIRLWIND/DAVID CANN,THINKER,NAMORITA/NITA PRENTI,AURORA/JEANNE-MARIE ,JARVIS, EDWIN ,DORCAS, LEMUEL DR.,SET,RED GHOST/IVAN KRAGO,LADY DEATHSTRIKE/YUR,EXECUTIONER II/SKURG,HERCULES [GREEK GOD],KRANG [ATLANTEAN],YELLOWJACKET III/HEN,MARRS(-PAYNE), PHOEB,JENNINGS, JOSEPH,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,VASHTI,BOX/ROGER BOCHS,VISION ,ANT-MAN/DR. HENRY J.,EEL/LEOPOLD STRYKE,MS. MARVEL II/SHARON,CLEA,ANGEL/WARREN KENNETH,PEATOR,SNOWBIRD/NARYA/ANNE ,SCARLET CENTURION,HUMAN TORCH/JOHNNY S,PUPPET MASTER/PHILLI,MELTER/BRUNO HORGAN,PROFESSOR X/CHARLES ,STINGRAY/DR. WALTER ,SILVER SURFER/NORRIN,TIGER SHARK/TODD ARL,LLYRA/LLYRA MORRIS,BLACK WIDOW/NATASHA ,YELLOWJACKET II/RITA,JOCASTA,BEETLE/ABNER RONALD ,PARKER, MAY,ANDROMEDA/ANDROMEDA ,MOLE MAN/HARVEY RUPE,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,CARTER, PEGGY,TRIATHLON/DELROY GAR,SHROUD/MAXIMILLIAN Q,RUDOLFO, PRINCE,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,UNICORN/MYLOS MASARY,GREY GARGOYLE/PAUL P,CAPTAIN AMERICA,HUDSON, HEATHER,MIKHLO,ELECTRO/MAX DILLON,SUB-MARINER/NAMOR MA,ICEMAN/ROBERT BOBBY ,DR. STRANGE/STEPHEN ,JONES, GABE,SCARECROW/EBENEZER L,JACK OF HEARTS/JACK ,FALCON/SAM WILSON,BLACK KNIGHT IV/PROF,NELSON, FRANKLIN FOG,HIGH EVOLUTIONARY/HE,CRIMSON DYNAMO V/DIM,PORCUPINE/ALEX GENTR,DAREDEVIL/MATT MURDO,HELL-EYES,MANDARIN,RED SKULL/JOHANN SCH,DORMA [ATLANTEAN],KRO [DEVIANT]"
"AUSTIN, GEN.","SUMMERS, NATHAN CHRI,DARK MOTHER/FINALITY,MERRYWEATHER, IRENE,DEUTSCH, GEN.,BEAST/HENRY &HANK& P,WENDY"
AVIOS,"R'TEE,SINTARIIS,CAPTAIN AMERICA,FAYRELYTE STRONGHEAR,UNION JACK III/JOEY ,SPIDER-MAN/PETER PAR,USAGENT/CAPTAIN JOHN,GAMBIT/REMY LEBEAU ,BLOOD BROTHERS,KREDDICK,EGO,GLADIATOR II,WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,NURO,FIZ [SKRULL],ROGUE /,ALBERIK,LILANDRA NERAMANI [S,PROFESSOR X/CHARLES ,BASALTAR,SILVER SURFER/NORRIN,ST. THOMAS, JULES,SPUNJE"
AXIS/,"BLACKJACK/,POSITRON/RONNIE,EFFIGY/LT. VELMAX/JA,NIGHTINGALE/,MR. JUSTICE/TIMOTHY ,FIREFALL II,OXBOW/,PIXIE/ [ETERNAL],HOWLER/LUKE GARROW,KATYUSHA/,LOCKE, DR. ALEXANDER,TYPHOON/"
"BAILEY, SARA GREY","STORM/ORORO MUNROE S,PHOENIX II,CARTER, JIMMY,SHADOWCAT/KATHERINE ,BISHOP /,SIRYN/THERESA ROURKE,CYCLOPS/SCOTT SUMMER,GLADIATOR II,WOLVERINE/LOGAN ,JARVIS, EDWIN ,ANGEL/WARREN KENNETH,ERG,PSYLOCKE/ELISABETH B,GREY, DR. JOHN,NIGHTCRAWLER/KURT WA,CORBEAU, DR. PETER,JUGGERNAUT/CAIN MARK,ARAKI [SHI'AR],LILANDRA NERAMANI [S,GREY, ELAINE,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE"
BALDER [ASGARDIAN],"VIZIER,HEIMDALL [ASGARDIAN],HODER [ASGARDIAN],CAPTAIN MARVEL II/MO,EXECUTIONER III/BRUT,BRONA,SETH II,RIGER,BLACK KNIGHT V/DANE ,MAKKARI/MIKE KHARY/I,KINCAID, DR. KEITH,AJAK/TECUMOTZIN [ETE,SCARLET WITCH/WANDA ,BETA RAY BILL,ABSORBING MAN/CARL C,GAMMENON [CELESTIAL],AMPHIBIUS,FAIRMONT, AMANDA MAN,DORMAMMU,YMIR,UATU,SURTUR,MEDUSA/MEDUSALITH AM,O'NEILL, DET. BRADY,JAGRFELM [ASGARDIAN],STONE, LT. MARCUS,APOCALYPSE/EN SABAH ,EGO,MANGOG,MAN-BEAST,SIGYN,MAGNIR,4-D MAN/MERCURIO,RASSITANO, MAD DOG,HIPPOLYTA [GREEK GOD,WRECKER III/DIRK GAR,SILENT ONE,CONKLIN, CAPT.,PYLLAR,HERA/AUGUSTINE JONES,ARTEMIS,BRAINCHILD,LEIR,DR. DOOM/VICTOR VON ,WONDER MAN/SIMON WIL,PENTIGAAR,ARES [GREEK GOD],ENCHANTRESS/AMORA/HE,SIF,LORELEI II/MELODI [A,HOGUN [ASGARDIAN],LOKI [ASGARDIAN],KARKAS [DEVIANT],PYRO/ALLERDYCE JOHNN,JUVAN,TARAKIS,KINCAID, JIMMY,WILDSIDE,THUNDERSTRIKE/ERIC K,PARETSKY, DR. GARY,LOGA II,TOKKOTS,FORGOTTEN ONE/GILGAM,HILDEGARDE [ASGARDIA,GUDRUN [ASGARDIAN],WOLFSBANE/RAHNE SINC,VOLLA,ZEUS,CANNONBALL II/SAM GU,SUNSPOT/ROBERTO DACO,NEFFETHESK,MEPHISTO,BRIGHTSWORD/CARTER D,STROBE/,MALEKITH/MALCOLM KEI,ULIK,BULLDOZER/HENRY CAMP,GAR-TOOM,RUIZ, RIGGER,HRIMHARI,GAMBONNO, ERNESTO,ZANIAC II/THUG THATC,NITRO/ROBERT L. HUNT,THOR/DR. DONALD BLAK,UTGARD-LOKI,TANA NILE,PERRIKUS,HOBBS, HARRIS,TILDA,GENII/JASON KIMBALL,EGO-PRIME,VOLSTAGG,BOOMER/TABITHA SMITH,GIRABOOR,OLSON, MRS.,SPRITE,FOREARM,RINGMASTER/MAYNARD T,REAPER II,QUICKSAND,MARVEL GIRL/JEAN GRE,HAWK,FANDRAL [ASGARDIAN],UMAR,UROC,TIGRA/GREER NELSON,IKARIS/IKE HARRIS [E,TYR,KRISTA,FAIRMONT, HANNAH,ARKO,PLUTO [OLYMPIAN],SITWELL, JASPER,COLLINS, DEMITRIUS,SERSI/SYLVIA,JARVIS, EDWIN ,MIRAGE II/DANIELLE M,EXECUTIONER II/SKURG,EXITAR,HERCULES [GREEK GOD],THOR II/ROGER RED NO,TINKERER,SNAGG,DESTROYER III,NOBILUS,FIELSTEIN, FIREWORKS,SLOTOTH,CRIMSON COMMANDO/FRA,DESIGNATE/TARENE,GAMBONNO, LUIGI,SUMMERS, NATHAN CHRI,FURY, COL. NICHOLAS ,MONGOOSE,BLOODAXE/JACKIE LUKU,VISION ,EITRI,SKIDS/SALLY BLEVINS,TIWAZ,ANAK,ANGEL/WARREN KENNETH,KINCAID, DR. JANE FO,ADVA,LUPO,LUMINOR,STEELE, BOBBY,HILDY [ASGARDIAN],HUMAN TORCH/JOHNNY S,KURSE/ALGRIM [ASGARD,ZON,ECCE [WATCHER],KARNILLA [ASGARDIAN],STINGRAY/DR. WALTER ,LUNA/LUNA MAXIMOFF [,BLAKE, DR. DONALD (C,SILVER SURFER/NORRIN,RECORDER II,ERISHKIGEL II/HOLLY ,ZERO,MASTERSON, KEVIN,REJECT/RAN-SAK [DEVI,THERMAL MAN,ZEFRA,BEREET,PARKER, MAY,ZURAS,ODIN [ASGARDIAN],MAJESTON ZELIA,HORUS [EGYPTIAN GOD],FRIGGA,IRON MAN/TONY STARK ,ORIKAL,HESCAMAR/MARNOT [ASG,SIMBUS,AUSTIN, SUSAN,RICTOR/JULIO ESTEBAN,MOONDRAGON/HEATHER D,THUNDERBALL/DR. ELIO,MROTH,MARRERO, ED,CLARISSA,MR. FANTASTIC/REED R,GREY GARGOYLE/PAUL P,WARLOCK III,ANALYZER,ONE ABOVE ALL [CELES,VULTURE/ADRIAN TOOME,CAPTAIN AMERICA,GAZA,MILLENNIUM MONARCH,X'HOSS,BRUTO THE STRONGMAN/,FIRELORD/PYREUS KRIL,GALACTUS/GALAN,TAGAR,GRANT, SILAS,MYSTIQUE/RAVEN DARKH,SUB-MARINER/NAMOR MA,ENRAKT,ICEMAN/ROBERT BOBBY ,HERMOD [ASGARDIAN],BLITZIANA,JACKSON, ANDREW JOCK,CANNONBALL/JACK PULV,STEELE, MARCY MASTER,BELLAM,EILIF DRAGONSLAYER,HIGH EVOLUTIONARY/HE,ZARRKO, ARTHUR,PRINCESS PYTHON/ZELD,ERISHKIGEL,GEIRRODUR,THANOS,DAREDEVIL/MATT MURDO,INFINITY,CLOWN/CRAFTY ELIOT F,WARLOCK II/ADAM WARL,HELA [ASGARDIAN],CERANDA,PILEDRIVER II/BRIAN ,THUMBELLINA,SAPRISTI, JERRY,ANNIHILUS,HAROKIN [ASGARDIAN],FIREFIST/RUSTY COLLI"
BAMBI,"OSBORN, NORMIE,RANDI,ROBERTSON, AMANDA,SILVER SABLE,THING/BENJAMIN J. GR,FOREIGNER/RAFAEL BAS,THOMPSON, EUGENE FLA,CANDY,NIGHTMARE/EDVARD HAB,LUBENSKI, NATE,SPIDER-MAN/PETER PAR,HOBGOBLIN II/RODERIC,JAMESON, J. JONAH,ROBERTSON, RANDY,SIN-EATER/STAN CARTE,ROBERTSON, JOE,LEEDS, NED,FISK, VANESSA,BLACK CAT/FELICIA HA,WATSON-PARKER, MARY ,COLOSSUS II/PETER RA,OSBORN, LIZ ALLAN,NIGHTCRAWLER/KURT WA,JUGGERNAUT/CAIN MARK,DAREDEVIL/MATT MURDO,ROGUE /,JONES, SANDY,LEEDS, BETTY BRANT,SHA SHAN,MUGGINS, MAMIE,OSBORN, HARRY,KINGPIN/WILSON FISK"
"BANKS, SHARON","SPIDER-MAN/PETER PAR,BEETLE/ABNER RONALD ,BOOMERANG/FRED MYERS,JAMESON, J. JONAH,SILVER SABLE,LEEDS, NED,ROBERTSON, JOE,CYCLOPS/SCOTT SUMMER,ICEMAN/ROBERT BOBBY ,HOBGOBLIN V/JASON PH,ANGEL/WARREN KENNETH,BANNON, LANCE,WATSON-PARKER, MARY ,FOREIGNER/RAFAEL BAS,WHIZZER III/JAMES SA,CUSHING, KATE,RHINO,BEAST/HENRY &HANK& P,LEEDS, BETTY BRANT,MARVEL GIRL/JEAN GRE,SCHEMER/RICHARD FISK,SCOURGE,HYDROMAN/MORRIE BENC,THOMPSON, EUGENE FLA,WRAITH"
BANSHEE II,"SIF,CAPTAIN MARVEL II/MO,TIGRA/GREER NELSON,D'SPAYRE,NIGHT RIDER III/HAMI,HELLSTORM/DAIMON HEL,PHANTOM RIDER II/HAM,ARKON,SETH II,CORRUPTOR/JACKSON DA,BLACK KNIGHT V/DANE ,JONES, RICHARD MILHO,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,SHOOTING STAR,HULK/DR. ROBERT BRUC,MOONDARK,FARGO, FLAGG,ANT-MAN/DR. HENRY J.,SUB-MARINER/NAMOR MA,MANTIS/? BRANDT,MOCKINGBIRD/DR. BARB,LANGTREE, GINA,TEXAS TWISTER/DREW D,MOON KNIGHT/MARC SPE,CONSTRICTOR/FRANK PA,SWORDSMAN II/COTATI,BLACK GOLIATH/DR. WI,LEIR,LOBO,WONDER MAN/SIMON WIL,HAWK,FIREBIRD/BONITA JUAR,BANNER, BETTY ROSS T,SHE-HULK/JENNIFER WA"
BARAK,"MACTAGGERT, MOIRA KI,NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE ,CAPTAIN BRITAIN/BRIA,MEGGAN,A'YIN"
BARON BRIMSTONE/,"JONES, MAGGIE,QUINN, PAMELA,SANDMAN/WILLIAM BAKE,HARRIS, EDDIE,MASTERS, ALICIA REIS,INVISIBLE WOMAN/SUE ,SPAULDING, PETER,GARVIN, GEARS,MACHINE MAN/X-51"
"BARRENOS, OMAR","WHITE QUEEN/EMMA FRO,JUSTICE II/VANCE AST,YAMIR, SASHA,JANES, FATHER MICHAE,JETSTREAM/HAROUD IBN,SHAUNEGHANN, MICHAEL,TERRAFORMER/SAM,NAMORITA/NITA PRENTI,BENGAL/,WATER WIZARD/PETE,SEA URCHIN/JEREMY SW"
"BATTLE, MONTGOMERY","MIKHLO,BATROC/GEORGES BATRO,THUNDERBALL/DR. ELIO,SILVERMANE/SILVIO MA"
BATTLEAXE II/JEROME,"SPIDER-WOMAN/JESSICA,RANGER II,TIMEBOMB/LOUIS JOUBE,BLINDSIDE II/BOBBI C,LONGBOW/AMELIA GREER,FORGE,BANSHEE/SEAN CASSIDY,WOLVERINE/LOGAN ,HARDCASE/HAROLD HARR,LIFELINE/DEACON,LADY DEATHSTRIKE/YUR,PSYLOCKE/ELISABETH B,ROUGHHOUSE,WARHAWK III/TOM NAKA,PISTON/ANDREI SEMYAN,JUBILEE/JUBILATION L,SHOTGUN/ZEKE SALLING,TYGER TIGER/JESSAN H"
BATTLEAXE/,"FREEMAN, DEREK,ION/,HERCULES [GREEK GOD],VAPOR,SNAPDRAGON/SHEOKE SA,DRAGONFLY/VERONICA D,GOLDDIGGER,WRANGLER/,CARTER, PEGGY,KNOCKOUT,POUNDCAKES/MARIAN PO,GYPSY MOTH,DEATHSTROKE/,ICE PRINCESS/,CAPTAIN AMERICA,BLACK MAMBA/TANYA SE,DANSEN MACABRE,VERTIGO II,MOONSTONE II/KARLA S,ROSENTHAL, BERNIE,JAMESON, COL. JOHN ,ANACONDA/BLANCHE SIT,ORB,ZOLA, ARNIM,IMPALA/,WHIPLASH II/,IRON MAIDEN/,PALADIN/PAUL DENNIS,DOUGHBOY,SCREAMING MIMI/MELIS,BLOODLUST,STEEL WIND,PRINCESS PYTHON/ZELD,WHITEOUT,MANGLER/,MYSTERIA/,QUICKSAND,FEROCIA/,TITANIA II/MARY SKEE,MINDBLAST,PINK PEARL/,QUASAR III/WENDELL V"
BAYMAX,"HUDSON, HEATHER,EVERWRAITH/,UNION JACK III/JOEY ,BOOMERANG/FRED MYERS,NIGHT THRASHER/DUANE,GOGO TAMAGO/,MOONSTONE II/KARLA S,SHATTERFIST/,SHAMAN/MICHAEL TWOYO,TAKACHIHO, MRS.,SUNFIRE/SHIRO YOSHID,GUARDIAN V/JAMES MAC,JOLT/HALLIE TAKAHAMA,SILVER SAMURAI/KENYU,SUNSPOT/ROBERTO DACO,SUNSTROKE/,GENTRY"
"BAZIN, BRODERICK RIC","IRONCLAD,POWELL, GRACE,CAPTAIN AMERICA,COLON, CHERYL,MARLEY, MITCH MADMAN,RUBINO, STEVE HEADSE,TOMBSTONE/LONNIE THO,MARIN, DR.,SIBERION,BAZIN, ALLEGRA,HARRIS, MONROE,DARKHAWK/CHRIS POWEL,VONYA, DR. ANATOLY,DAREDEVIL/MATT MURDO,BAZIN, PHILLIPPE,POWELL, JASON,ZAFAR, OFFICER JIMMY,POWELL, JONATHAN,POWELL, OFFICER MIKE,X-RAY"
"BEACH, SPIDER","STORM/ORORO MUNROE S,CAPTAIN AMERICA,MAGUS,USAGENT/CAPTAIN JOHN,CARLISLE, JENNA,GAMBIT/REMY LEBEAU ,ANT-MAN/DR. HENRY J.,NEWMARK, LOTUS,SASQUATCH/WALTER LAN,INVISIBLE WOMAN/SUE ,FLORES, JAMIE,SAROYAN, NEAL,HAVOK/ALEX SUMMERS ,DARKHAWK/CHRIS POWEL,SLICE/,MR. FANTASTIC DOPPEL,HOGAN, VIRGINIA PEPP,LIVING LIGHTNING/MIG,HUMAN TORCH/JOHNNY S,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,RAMPAGE/STUART CLARK,MARVEL GIRL/JEAN GRE,BEACH, GINGER,HAWK,WONDER MAN DOPPELGAN,ULTRA-MAX"
"BEALE, ERIC","STANACHEK, FREDDIE,COLOSSUS II/PETER RA,STRUCKER, ANDREA,STRONG GUY/GUIDO CAR,MACTAGGERT, MOIRA KI,DAZZLER II/ALLISON B,NIGHTCRAWLER/KURT WA,PIPELINE/CORMICK GRI,CALLISTO,LEGION II/DAVID HALL,SHADOW KING/AMAHL FA,CYCLOPS/SCOTT SUMMER,FORGE"
