hero,connection
CAPTAIN MARVEL II/MO,"KA-ZAR/KEVIN PLUNDER,RAMBEAU, MARIA,VENUS/APHRODITE/VICT,ERWIN, MORLEY,ROTH, ARNIE,BLACK KNIGHT V/DANE ,MAKKARI/MIKE KHARY/I,WOLVERINE/LOGAN ,SHAMAN/MICHAEL TWOYO,TOOTHGNASHER,JONES, RICHARD MILHO,BLACK RACER/,BETA RAY BILL,ULTRON,LIZARD/DR. CURTIS CO,SILVERCLAW/LA GARRA ,JETSTREAM/HAROUD IBN,BEL-DANN, GEN.,CITIZEN V II/HELMUT ,TEN FOR,JORRO,IRON MAN IV/JAMES R.,ANT-MAN II/SCOTT HAR,AVIOS,LYJA LAZERFIST [SKRU,U-MAN/MERRANO,MEDUSA/MEDUSALITH AM,MIDGARD SERPENT,CONNORS, BILLY,ADAM X,DAN-FARR,ULTIMUS,EGO,INVISIBLE WOMAN/SUE ,PEEL, EMMA,ROSENTHAL, BERNIE,GLADIATOR II,BALDER [ASGARDIAN],MINERVA [KREE],WHIZZER III/JAMES SA,HUMAN TORCH ANDROID/,THERAK,LONGSHOT,TOWER, BLAKE,ARTEMIS,ROCK/SAMUEL JOHN ROC,SHATTERAX,FIXER II/PAUL NORBER,SCOURGE,CR'REEE,ARES [GREEK GOD],ENCHANTRESS/AMORA/HE,STAPLES, EDNA M. GRA,DEMOLITION MAN/DENNI,CRYSTAL [INHUMAN],PHANTOM RIDER II/HAM,PYRO/ALLERDYCE JOHNN,SUPREMOR,RAVONNA LEXUS RENSLA,LEADER/SAM STERNS,CORSAIR,ZEUS,BLACKOUT/MARCUS DANI,KAMO THARNN,STORM/ORORO MUNROE S,ORKA,FAYRELYTE STRONGHEAR,GAMBIT/REMY LEBEAU ,BLOOD BROTHERS,DARKSTAR/LAYNIA SERG,THOR/DR. DONALD BLAK,PUENTES, DONNA MARIA,UTGARD-LOKI,GULLIN,KLAW/ULYSSES KLAW,PAGAN,VOLSTAGG,WING, COLLEEN,ATTUMA,LOCKHEED,BLACK GOLIATH/DR. WI,MENTOR/ALARS [ETERNA,SUPER SABRE/MARTIN F,SKUNGE,HAWK,CODY, GARY,MARVEL GIRL/JEAN GRE,ARAKI II,FIREBIRD/BONITA JUAR,TYRAK,FANDRAL [ASGARDIAN],KINGPIN/WILSON FISK,SUPREME INTELLIGENCE,PHARAOH RAMA-TUT,DR. SPECTRUM/JOSEPH ,UNION JACK III/JOEY ,NIGHT RIDER III/HAMI,FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE ,MORLAK, MARIS,DEATH,BISHOP /,HEPHAESTUS,SPIRAL,REAGAN, RONALD,HUSSAR,EXECUTIONER II/SKURG,SHAPE,MAGMA/AMARA AQUILLA/,KRANG [ATLANTEAN],MARVEL BOY VI,NURO,VIPER II,YELLOWJACKET III/HEN,TREMONT, JONATHAN,VOLCANA/MARSHA ROSEN,LATHAM, JORGE,LEVAN,SMALLWOOD, DAN,EGGHEAD/PROF. ELIHAS,EARTHQUAKE,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,APOLLO [GREEK GOD],DR. DRUID/ANTHONY LU,MOLECULE MAN/OWEN RE,AVALANCHE/DOMINIC PE,WINGFOOT, WYATT,SASQUATCH/WALTER LAN,MOONSTONE II/KARLA S,ROSS, GEN. THADDEUS ,ANGLER,KINCAID, DR. JANE FO,MOON KNIGHT/MARC SPE,HEAT-RAY/,CAPTAIN MARVEL III/G,SHOCKER/HERMAN SCHUL,KARNILLA [ASGARDIAN],MELTER/BRUNO HORGAN,PROFESSOR X/CHARLES ,JINKU,LUNA/LUNA MAXIMOFF [,STINGRAY/DR. WALTER ,EPOCH,LLYRA/LLYRA MORRIS,N'DELE,POWER PRINCESS/ZARDA,ERISHKIGEL II/HOLLY ,YELLOWJACKET II/RITA,ERIC THE RED [SHI'AR,USAGENT/CAPTAIN JOHN,MORDRED THE EVIL,JACKSON, CURTISS,NOMAD III/JACK MONRO,ARKON,BOX IV/MADISON JEFFR,JELLA, PRIVATE,BEREET,KING, HANNIBAL/HENRY,ODIN [ASGARDIAN],NOVA/RICHARD RIDER,GOBLYN,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,DIONYSUS [GREEK GOD],ASTRA,MENTALLO,HELKOOKY,TRIATHLON/DELROY GAR,SHROUD/MAXIMILLIAN Q,LORD TEMPLAR/,GYPSY MOTH,HULK/DR. ROBERT BRUC,SUPER-ADAPTOID/ALESS,GREY GARGOYLE/PAUL P,RIDDLEY, HIRAM RAM,DOC SAMSON/DR. LEONA,WARLOCK III,MACHINE MAN/X-51,BLACK PANTHER/T'CHAL,ELYSIUS,THUNDRA,GALACTUS/GALAN,NIGHTHAWK II/KYLE RI,IRON FIST H'YLTHRI I,ZEDRAO, GENERAL,JONES, GABE,JACK OF HEARTS/JACK ,FALCON/SAM WILSON,KORATH THE PURSUER,MOCKINGBIRD/DR. BARB,PSYLOCKE/ELISABETH B,DAREDEVIL/MATT MURDO,MCLAREN, MEGAN,LADY LARK/LINDA LEWI,PILEDRIVER II/BRIAN ,LOCKJAW [INHUMAN],STARR, TRIXIE TRISH,BANNER, BETTY ROSS T,HEIMDALL [ASGARDIAN],EON,SPIDER-WOMAN/JESSICA,GLOM,MAGRUDER, ALLIE,PLANTMAN/SAM SMITHER,KREDDICK,DADDY LONGLEGS/RAMSE,FREEMAN, DEREK,THING/BENJAMIN J. GR,HAVOK/ALEX SUMMERS ,RAZA LONGKNIFE,DOMO,LEE, STAN,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,ABSORBING MAN/CARL C,WIZARD/BENTLEY WITTM,RHINO,GAMMENON [CELESTIAL],THENA,LILANDRA NERAMANI [S,COLLECTOR/TANELEER T,CH'OD,BARON BRIMSTONE/,MISTER HYDE/CALVIN Z,WEREWOLF BY NIGHT/JA,ATHENA [GREEK GOD],RUNNER,DEATHCRY [SHI'AR],NORTHSTAR/JEAN-PAUL ,DAZZLER II/ALLISON B,SURTUR,BLACK BOLT/BLACKANTO,HERMES [GREEK GOD],GHAUR [DEVIANT],CROSSBONES/BROCK BIN,WRECKER III/DIRK GAR,AGINAR,NIGHTCRAWLER/KURT WA,ARCANNA/ARCANNA JONE,ROGUE /,RONAN THE ACCUSER [K,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON ,RAGE/ELVIN DARYL HAL,WOLFE, SARA,LORELEI II/MELODI [A,SIF,PROMETHEUS [OLYMPIAN,MAGNETO/MAGNUS/ERIC ,HOGUN [ASGARDIAN],SANDMAN/WILLIAM BAKE,MAD DOG/COLONEL BUZZ,SHINSKI, PROFESSOR W,CYCLOPS/SCOTT SUMMER,STALLIOR,COOPER, DR. VALERIE,THUNDERSTRIKE/ERIC K,WASP/JANET VAN DYNE ,DEATHURGE,FORGOTTEN ONE/GILGAM,MCCABE, LINDSAY,POWER MAN/ERIK JOSTE,DR. OCTOPUS/OTTO OCT,BYRRAH [ATLANTEAN],ISAAC,WOLFSBANE/RAHNE SINC,SMASHER IV,CANNONBALL II/SAM GU,RAMBEAU, FRANK,BLACK CROW/JESSE BLA,SUNSPOT/ROBERTO DACO,NEFFETHESK,MAGDALENE/MARISSA DA,MEPHISTO,DRACULA/VLAD TEPES,MALEKITH/MALCOLM KEI,BULLDOZER/HENRY CAMP,ST. THOMAS, JULES,SPEEDBALL/ROBBIE BAL,MAM'SELLE HEPZIBAH,JAMESON, J. JONAH,SLOAN, FRED,MAGIK/ILLYANA RASPUT,JONES, MARLO CHANDLE,THUNDERBIRD III/NEAL,JAMESON, COL. JOHN ,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,LE FEY, MORGAN,ZABU,GRANDMASTER/EN DWI G,BEAST/HENRY &HANK& P,MARRINA/MARRINA SMAL,BINARY/CAROL DANVERS,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,JUSTICE II/VANCE AST,TIGRA/GREER NELSON,IKARIS/IKE HARRIS [E,TYR,PLUTO [OLYMPIAN],SERSI/SYLVIA,AURORA/JEANNE-MARIE ,JARVIS, EDWIN ,HERCULES [GREEK GOD],ZCANN,O'BRIEN, MICHAEL,ANTRO,VOSTOK,DESTROYER III,SWORDSMAN III/PHILIP,CAPTAIN MARVEL/CAPTA,STARFOX/EROS,TANAKA, KENJIRO,MAGNUS,MUTAURUS,NEPTUNE [OLYMPIAN],REAGAN, NANCY,ETERNITY/ADAM QADMON,CONTROLLER/BASIL SAN,BOX/ROGER BOCHS,VISION ,SZARDOS, MARGALI,ANT-MAN/DR. HENRY J.,MAELSTROM/MALCOLM ST,SIKORSKY, RAYMOND,ARACHNE,ANGEL/WARREN KENNETH,DARKHAWK/CHRIS POWEL,PALADIN/PAUL DENNIS,MASTER KHAN/TYRONE K,WHIZZER II/STANLEY S,SNOWBIRD/NARYA/ANNE ,MOWAT, FARLEY,HILDY [ASGARDIAN],TITAN,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,KURSE/ALGRIM [ASGARD,TITANIA II/MARY SKEE,TIGER SHARK/TODD ARL,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,BALLANTINE, KAYLA,QUARTERMAIN, CLAY,BLACK WIDOW/NATASHA ,BEETLE/ABNER RONALD ,POPEYE,RADIOACTIVE MAN/DR. ,KISMET/J'RIDIA STARD,FRIGGA,NIGHTHAWK/KYLE RICHM,MOONDRAGON/HEATHER D,THUNDERBALL/DR. ELIO,STANKOWICZ, FABIAN,CARTER, PEGGY,BLACK KNIGHT III/EOB,MANIKIN/DR. WHITMAN ,MR. FANTASTIC/REED R,BEYONDER,HAV-AK,CAPTAIN AMERICA,HUDSON, HEATHER,DOOMSDAY MAN II,PERSUASION/KARA KILL,ELECTRO/MAX DILLON,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,PHOENIX III/RACHEL S,RAKSOR [SKRULL],TESS-ONE,SCREAMING MIMI/MELIS,LIVING LIGHTNING/MIG,TOOTHGRINDER,DRAX/ARTHUR DOUGLAS,HELA [ASGARDIAN],FLASH/BARRY ALLEN/BU,SPIDER-WOMAN II/JULI,ANNIHILUS"
CAPTAIN MARVEL/CAPTA,"SPIDER-WOMAN/JESSICA,CAPTAIN MARVEL II/MO,MAXIMOFF, DJANGO,THING/BENJAMIN J. GR,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,STELLARAX,JONES, RICHARD MILHO,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,MARROW/SARAH ,TORPEDO III/BROCK JO,SPACE PHANTOM,DEVIL-SLAYER/ERIC SI,SWORDSMAN/JACQUES DU,ANT-MAN II/SCOTT HAR,STRANGER,UATU,INVISIBLE WOMAN/SUE ,GEMINI/JOSHUA LINK,MINERVA [KREE],NORRISS, SISTER BARB,NIGHTCRAWLER/KURT WA,SUPER SKRULL/KL'RT,LUNATIK/ARISEN TYRK,RONAN THE ACCUSER [K,POLARIS/LORNA DANE,MASTERS, ALICIA REIS,WONDER MAN/SIMON WIL,DR. DOOM/VICTOR VON ,FIN/PETER NOBLE,DUGAN, TIMOTHY ALOYI,HELLSTORM/DAIMON HEL,CYCLOPS/SCOTT SUMMER,WASP/JANET VAN DYNE ,DEATHURGE,QUASIMODO,ISAAC,VAKUME,TWO-GUN KID,SERGEI,EBONY,STORM/ORORO MUNROE S,JAMESON, J. JONAH,SLOAN, FRED,THOR/DR. DONALD BLAK,DOLLAR BILL,JAMESON, MARLA MADIS,WATSON-PARKER, MARY ,CHEETAH,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,SILVER SURFER IMPOST,HELLCAT/PATSY WALKER,BLACK GOLIATH/DR. WI,BEAST/HENRY &HANK& P,MENTOR/ALARS [ETERNA,PHAE-DOR,HAWK,BINARY/CAROL DANVERS,SUPREME INTELLIGENCE,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V,SYPHONN,SAVANNAH, LOU-ANN,IGOR,WILFORD, ETHAN,JUSTICE II/VANCE AST,TIGRA/GREER NELSON,GORGON [INHUMAN],TALBOT, GLENN,CHAMPION, IMUS,FIRESTAR/ANGELICA JO,DEATH,JARVIS, EDWIN ,BASILISK/BASIL ELKS,HERCULES [GREEK GOD],CANCER/JACK KLEVENO,SCRATCH, NICHOLAS,GHOST RIDER II/JOHNN,STARFOX/EROS,ANELLE,KARNAK [INHUMAN],PIP/PRINCE GOFERN,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,DR. DRUID/ANTHONY LU,ETERNITY/ADAM QADMON,CONTROLLER/BASIL SAN,BATROC/GEORGES BATRO,VISION ,ANT-MAN/DR. HENRY J.,ROSS, GEN. THADDEUS ,RICHARDS, FRANKLIN B,CLEA,CARINA/CARINA WALTER,ANGEL/WARREN KENNETH,ROSSI, COL. MICHAEL ,LEO/DANIEL RADFORD,WILFORD, ELISABETH B,PEATOR,CAPTAIN ULTRA/GRIFFI,KORVAC, MICHAEL,PALADIN/PAUL DENNIS,CAPTAIN MARVEL III/G,HARKNESS, AGATHA,HUMAN TORCH/JOHNNY S,O'HARA, ROBERT IRONG,PROFESSOR X/CHARLES ,SILVER SURFER/NORRIN,BLACK WIDOW/NATASHA ,GRIM REAPER/ERIC WIL,JOCASTA,BOGGS, MORDECAI P.,DORREK [SKRULL],GAMORA,NOVA/RICHARD RIDER,STORM, CHILI,IRON MAN/TONY STARK ,MOONDRAGON/HEATHER D,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,STUNT-MASTER/GEORGE ,DOC SAMSON/DR. LEONA,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,MIKHLO,ELYSIUS,WOO, JIMMY,NIGHTHAWK II/KYLE RI,ZEDRAO, GENERAL,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,HYDRON,BLAZING SKULL/MARK T,SENTRY 459,JACK OF HEARTS/JACK ,TRITON,FALCON/SAM WILSON,MANTIS/? BRANDT,MOCKINGBIRD/DR. BARB,JAYE-FIRESTONE, GING,THANOS,DRAX/ARTHUR DOUGLAS,DAREDEVIL/MATT MURDO,GARDENER/ORD ZYONYZ ,WARLOCK II/ADAM WARL,MCLAREN, MEGAN,GARGOYLE II/ISAAC CH,LOCKJAW [INHUMAN],ANNIHILUS,BANNER, BETTY ROSS T"
CARINA/CARINA WALTER,"BLACK WIDOW/NATASHA ,JOCASTA,DEATH,JARVIS, EDWIN ,WASP/JANET VAN DYNE ,HERCULES [GREEK GOD],IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,TWO-GUN KID,MOONDRAGON/HEATHER D,COLLECTOR/TANELEER T,CAPTAIN MARVEL/CAPTA,LORD CHAOS,CAPTAIN AMERICA,UATU,BLACK PANTHER/T'CHAL,SPIDER-MAN/PETER PAR,GYRICH, HENRY PETER,ETERNITY/ADAM QADMON,FURY, COL. NICHOLAS ,VISION ,NIGHTHAWK II/KYLE RI,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,DR. STRANGE/STEPHEN ,MASTER ORDER,WATSON-PARKER, MARY ,KORVAC, MICHAEL,HERA/AUGUSTINE JONES,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,HAWK,BINARY/CAROL DANVERS,SILVER SURFER/NORRIN"
"CARMODY, MARY","BLACK FOX/ROBERT W. ,FURY, COL. NICHOLAS ,BLACKJACK/,JAMEEL,ETERNAL BRAIN/PROFES,NIGHTINGALE/,MR. JUSTICE/TIMOTHY ,MACRAE, TRUTH,FLATIRON/RUSSELL,PIXIE/ [ETERNAL],REFLEX/,LOCKE, DR. CASSANDRA,CAPTAIN HIP/FRED MAC,SUNSHINE/AUTUMN MACR,POSITRON/RONNIE,EFFIGY/LT. VELMAX/JA,KHADIJAH,OXBOW/"
"CARMODY, MRS.",AENTAROS
"CARPENTER, LARRY","MANIPULATOR II,CLEMSON, MIKE,COOPER, DR. VALERIE,CHAIN,IRON MAN/TONY STARK ,CUSHING, KATE,SCARLET WITCH/WANDA ,TICKTOCK,BULLDOZER/HENRY CAMP,IRON MAN IV/JAMES R.,BROTHERS GRIMM II/BA,SPIDER-MAN/PETER PAR,DANSEN MACABRE,NEEDLE,JAMESON, J. JONAH,ROBERTSON, JOE,ARACHNE,MANIPULATOR/,DESTINY II/IRENE ADL,FAWN, FELICIA,MOCKINGBIRD/DR. BARB,GRASP,WRECKER III/DIRK GAR,THERAK,LAMBERT, WILSON,CARPENTER, RACHEL,LIVING LIGHTNING/MIG,HANGMAN II/JASON ROL,SPIDER-WOMAN II/JULI,HAWK"
"CARRADINE, JESSICA J","ARMADA II/,CARNAGE/CLETUS KASAD,BUZZ,ANDROS,SANDMAN/WILLIAM BAKE,MUSE/SHANNON FITZPAT,SILVER SABLE,GAUNT/MENDEL STROMM,SPIDER-MAN CLONE/BEN,KOWALSKI, TRISH,TREVANE, DET. CONNOR,HERCULES [GREEK GOD],MOSH/GLENN,RHINO,LEWIS, SHIRLEY WASHI,SPIDER-MAN/PETER PAR,JOHNSMEYER, JAMES,JAMESON, J. JONAH,ANT-MAN/DR. HENRY J.,DR. OCTOPUS II/CAROL,ROBERTSON, JOE,JAMESON, COL. JOHN ,TRAINER, DR. SEWARD,HOBGOBLIN V/JASON PH,WATSON-PARKER, MARY ,WINTHROP, DESIREE,OSBORN, LIZ ALLAN,BRAMER,LASHER/,NARDI,HUMAN TORCH/JOHNNY S,MOLTEN MAN/MARK RAXT,LEWIS, DEVON,KAINE,MYSTERIO/QUENTIN BEC"
"CARRERA, MIA","SPIDER-MAN/PETER PAR,HOPKINS, STEVE,MARTHA,HOCHBERG, ROGER,CHEKOV, ARTHUR ANTON,CANTOR, VERA,BEAST/HENRY &HANK& P,PARKER, MAY,PALERMO, VICTOR,ROSENTHAL, BERNIE,PALERMO, HARRIET ROS,MCCOY, NORTON,CHANG, DR. PHILLIP"
CARRION,"SPIDER-MAN/PETER PAR,TARANTULA/ANTON MIGU,JAMESON, J. JONAH,MARAUDER,DAREDEVIL/MATT MURDO,LEEDS, BETTY BRANT,STACY, GWEN (CLONE),SHA SHAN,WATSON-PARKER, MARY ,WHITE TIGER/HECTOR A,THOMPSON, EUGENE FLA"
"CARTER, BRAD","CENTURIUS,BLOODSTONE/ULYSSES B,KABALLA,WERNER, P.D.Q.,KILLER SHRIKE/SIMON"
"CARTER, SHARON","KA-ZAR/KEVIN PLUNDER,SABRETOOTH/VICTOR CR,REBEL/,PLANTMAN/SAM SMITHER,KANGAROO II/,WOLVERINE/LOGAN ,THING/BENJAMIN J. GR,JONES, RICHARD MILHO,SCARLET WITCH/WANDA ,RAMIREZ, ROSA,ABSORBING MAN/CARL C,STERMAN, ANDREA ANDI,QUICKSILVER/PIETRO M,TOPSPIN/DARREN MITCH,CITIZEN V II/HELMUT ,TOAD/MORTIMER TOYNBE,GRAVITON/FRANK HALL,MISTER HYDE/CALVIN Z,NIGHTMARE/EDVARD HAB,IRON MAN IV/JAMES R.,KINGMAN, BILL,BOLT, COUNCILMAN AND,FERRARI, CONNIE,MEDUSA/MEDUSALITH AM,INVISIBLE WOMAN/SUE ,FISK, VANESSA,HAMMERHEAD,BEETLE II/LEILA DAVI,WRECKER III/DIRK GAR,CONSTRICTOR/FRANK PA,NIGHTCRAWLER/KURT WA,GARCIA, REV.,CLINTON, BILL,SHANNA/SHANNA O'HARA,WARTON/WARBECK,DR. DOOM/VICTOR VON ,FIXER II/PAUL NORBER,WONDER MAN/SIMON WIL,AUGUST PERSONAGE IN ,MORGAN,ARYAN,VEDA,MUTO, JUNZO,KNIGHT, MISTY,ENCHANTRESS/AMORA/HE,MAGNETO/MAGNUS/ERIC ,VAMP,DUGAN, TIMOTHY ALOYI,SMUGGLER II/CONRAD J,RAMIREZ, MARTA,COOPER, DR. VALERIE,WASP/JANET VAN DYNE ,KEMEL, MEHMET,HARDERMAN, QUENTIN,AQUARIAN/WUNDARR,GENUARDI, MR.,REDWING,POWER MAN/ERIK JOSTE,MADAME MASQUE/GIULIE,OGRE,PRIMUS,RAMIREZ, ALMA,MULDOON, SGT. BRIAN,SOLE, RANSOME,AXE/,THOR/DR. DONALD BLAK,PUENTES, DONNA MARIA,TAYLOR, LEILA,VIPER/JORDON DIXON,WESTPHAL, SIMON,KLAW/ULYSSES KLAW,SILVERMANE/SILVIO MA,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,RAMIREZ, JAVIER,BATTLE, MONTGOMERY,KELLY, SEN. ROBERT E,ZABU,BRIDGE, GEORGE WASHI,BEAST/HENRY &HANK& P,SAXON, STARR,HAWK,COUNT NEFARIA, LUCHI,CRIMSON DYNAMO VI/VA,TILBY, TRISH/PATRICI,KINGPIN/WILSON FISK,QUASAR III/WENDELL V,PROTOCIDE/PRIVATE CL,IGOR,MODOK/GEORGE TARLETO,MADAME MASQUE III,CHARCOAL/CHARLIE BUR,NAMORITA/NITA PRENTI,CACHE,SITWELL, JASPER,JACKSON, BRENT,JARVIS, EDWIN ,YELLOW CLAW/TZING JA,RED GHOST/IVAN KRAGO,LADY DEATHSTRIKE/YUR,SUNFIRE/SHIRO YOSHID,KRANG [ATLANTEAN],JOLT/HALLIE TAKAHAMA,ELYSIA,BROTHER WONDERFUL/DR,RAMIREZ, LUIS,VIPER II,ARIES II/GROVER RAYM,YELLOWJACKET III/HEN,IRON FIST/DANIEL RAN,PLUNDER, ADAM KYLE M,MADDEN, CHET,CAPTAIN AMERICA IV/S,ANSWER II/DAVID FERR,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,BLUE STREAK/,BATROC/GEORGES BATRO,VISION ,SUWAN,DR. FAUSTUS,ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA V/RO,EEL/LEOPOLD STRYKE,MOONSTONE II/KARLA S,SILICON/GERALD SIMMS,BURLINGAME, CALVIN,ZOLA, ARNIM,SCREAM,KORVAC, MICHAEL,TRAPSTER/PETER PETRU,GARABED/BASHUR,HUMAN TORCH/JOHNNY S,MODAM,PROFESSOR X/CHARLES ,KLEIN, CAMERON,METEORITE III/VALERI,BLACK WIDOW/NATASHA ,M-80/SAYURI KYOTO,MO MONEY,ANTEUS,ALANYA,USAGENT/CAPTAIN JOHN,BEETLE/ABNER RONALD ,AKUTAGAWA, OSAMU,CARGIL/JOANNA CARGIL,JACKSON, CURTISS,NOMAD III/JACK MONRO,JONES, HUGH,IRON MAN/TONY STARK ,DYNA-MITE/ROGER AUBR,MICHEL, RAFE,MENTALLO,THUNDERBALL/DR. ELIO,CARTER, PEGGY,COBRA/KLAUS VORHEES,TRIATHLON/DELROY GAR,DE LA FONTAINE, CONT,HATE-MONGER/ADOLF HI,BILLUPS, AGENT,MR. FANTASTIC/REED R,GREY GARGOYLE/PAUL P,MACHINE MAN/X-51,CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,MIKHLO,OCCULT,RED SKULL II/ALBERT ,KOENIG, ERIC,MYSTIQUE/RAVEN DARKH,JONES, GABE,SCARECROW/EBENEZER L,FALCON/SAM WILSON,SCREAMING MIMI/MELIS,PSYLOCKE/ELISABETH B,NAILS II/JOANIE EATO,DOMINA,PRINCESS PYTHON/ZELD,KID/E.B. FARRELL,PORCUPINE/ALEX GENTR,SCORPION/MACDONALD G,RED SKULL/JOHANN SCH,MANNING, DR.,LUCIFER"
"CARTER, SHARON II","CAPTAIN AMERICA,BUCKY VII/RIKKI BARN,DUGAN, TIMOTHY ALOYI,MASTER MAN II/ALEXAN,FURY, NICK II"
CARVER,FUGUE
"CASIOLENA, QUEEN","ZEUS,VISION ,ARAGORN,BLACK KNIGHT V/DANE ,KLAW/ULYSSES KLAW,EXECUTIONER II/SKURG,NORRISS, SISTER BARB"
"CASS, LARRY MAD DOG","DUGAN, TIMOTHY ALOYI,TOMBSTONE/LONNIE THO,SCOTT, PETER,TYPHOID MARY/MARY ME,SENNET, PAMELA,HARRIS, CHRISTINE,MALTESE,NELSON, FRANKLIN FOG,GHOST RIDER III/DAN ,PUNISHER II/FRANK CA,DAREDEVIL/MATT MURDO,SABINI, JERRY THE WH,JONIN,TULLY, DEREK,STRANG, COL./LT. GAR,BARON STRUCKER/WOLFG,KINGPIN/WILSON FISK"
CAT III/SHEN KUEI,"KNIGHT, MISTY,SPIDER-WOMAN/JESSICA,SHOCKWAVE/LANCASTER ,SANDMAN/WILLIAM BAKE,ARBOGAST, BAMBI,SAI/,DEADPOOL/JACK/WADE W,WOLVERINE/LOGAN ,MASTER/ESHU,WU, LEIKO,THENA,IRON FIST/DANIEL RAN,HESSLER, WOLFGANG,LIONMANE/GEN. LO CHI,RESTON, CLIVE,ANT-MAN II/SCOTT HAR,SPIDER-MAN/PETER PAR,RAZORFIST III,SUB-MARINER/NAMOR MA,SHANG-CHI,PAVANE,WHITE TIGER II/,TARR, BLACK JACK,CAGE, LUKE/CARL LUCA,HUMAN TORCH ANDROID/,PALADIN/PAUL DENNIS,WING, COLLEEN,LEEDS, BETTY BRANT,SMITH, SIR DENIS NAY,MADCAP,SHE-HULK/JENNIFER WA"
CATWALK/KIMBERLY DEE,"RIOT/HEIDI SLATKIN,RYDER,FURY, COL. NICHOLAS ,BARTON, SEN.,MOONSTOMP/,BARON STRUCKER/WOLFG,DICE/ROB FORTUNE"
"CEAUSECU, IONEL","BLACK FOX/ROBERT W. ,NOCTURNE/,CAPTAIN HIP/FRED MAC,SUNSHINE/AUTUMN MACR,DR. STRANGE/STEPHEN ,ZORN,MACRAE, TRUTH,PIXIE/ [ETERNAL],LOCKE, DR. ALEXANDER,HUGO, CAPTAIN EDVARD,LOCKE, DR. CASSANDRA"
CENTARIUS,"GORGON [INHUMAN],IRIDIA [INHUMAN],BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,CRYSTAL [INHUMAN],AIREO/AEOLUS [INHUMA,STALLIOR,AVIUS,THING/BENJAMIN J. GR,TRITON,TIMBERIUS,LEONUS/LIONUS [INHUM,BLASTAAR,HUMAN TORCH/JOHNNY S,MAXIMUS [INHUMAN],MR. FANTASTIC/REED R,KARNAK [INHUMAN]"
CENTURIUS,"CARTER, BRAD"
"CENTURY, TURNER D.","SPIDER-WOMAN/JESSICA,SPIDER-MAN/PETER PAR,HARDY, MORGAN MACNEI,PARKER, MAY,MCDOWELL, SCOTTY,SHELLSHOCK/,LUBENSKI, NATE"
"CERA, KAY","SYNRAITH,KRAVEN THE HUNTER II,YAP,ICEMAN/ROBERT BOBBY ,INVISIBLE WOMAN/SUE ,RINGTOSS,RICHARDS, FRANKLIN B,WOLVERINE/LOGAN ,THING/BENJAMIN J. GR,THUG,IMP/PANDORA DESTINE,WETHERELL, MANOLI,PUPPY,COLOSSUS II/PETER RA,GULADKIN,BODYBAG,HUMAN TORCH/JOHNNY S,CALEDONIA/ALISANDE S,HASARD, SAMANTHA,HEX/DOMINIC DESTINE,DESTINE, ADAM,MR. FANTASTIC/REED R,CONAN, NEAL,WALLOP/WALTER DESTIN"
CEREBRO | MUTANT-X V,"BLOODSTORM | MUTANT ,GAMBIT | MUTANT X-VE,ROGUE | MUTANT X-VER,HUSK/PAIGE GUTHRIE |,CREED, GRAYDON | MUT,QUICKSILVER | MUTANT,SHADOWCAT | MUTANT X,BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS ,MR. SINISTER | MUTAN,SUNFIRE/SHIRO YASHID,BLACK KING/SEBASTIAN,RAVEN | MUTANT X-VER,SUMMERS, SCOTT III |,ICE-MAN | MUTANT X-V,GREY, JEAN | MUTANT ,CAPTAIN AMERICA | MU,JUBILEE/JUBILATION L,DRACULA | MUTANT X-V,NIGHTCRAWLER | MUTAN,RICHARDS, REED | MUT,CEREBRO MARK XIII |"
